"serial","experiment_number","datetime","path","experiment_name","consent_1","mturk_ID","submit","start","stamp","length","scen1_1","scen1_2","scen2_1","scen2_2","scen3_1","scen3_2","scen3_3","scen3_4","scen3_5","scen4_1","f_scen4_1","scen4_2","scen4_3","hard_scen1_1","hard_scen1_2","hard_scen2_1","hard_scen2_2","hard_scen3_1","hard_scen3_2","hard_scen3_3","hard_scen3_4","hard_scen3_5","hard_scen4_1","f_hard_scen4_1","hard_scen4_2","hard_scen4_3","easy_ST_1","easy_ST_2","hard_ST_1","hard_ST_2","hard_ST_3","hard_ST_4","hard_ST_5","hard_ST_6","hard_ST_7","hard_ST_8","hard_ST_9","hard_ST_10","macarth","f_macarth","brazil1_Q1","brazil1_Q2","brazil1_Q3","brazil1_Q4","brazil1_Q5","brazil1_Q6","brazil1_Q7","brazil2_Q8","brazil2_Q9","brazil2_Q10","brazil2_Q11","brazil2_Q12","brazil2_Q13","brazil2_Q14","Income","f_Income","Household_Size","f_Household.Size","Education","f_Education","Sex","f_Sex","Age","Month_of.Birth","f_Month.of.Birth","Marital","f_Marital","Current_Employment","f_Current.Employment","Current_Occupation","f_Current.Occupation","Children","f_Children","Race","f_Race","Political","f_Political","beta","daily_dsic_rate"
132546,552,"2015-03-16 14:03:44",3,"experiment_Mar15_20","Y","A36KDWI1CGJFFA","2015-03-16 14:04:18","2015-03-16 14:03:45","2015-03-16 14:04:18","33sec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","I lead a pretty simple life. This allows me more discretionary income than most. What would be most impacted is my ability to save.","Y","I'd take the money out of savings. There would be a noticeable impact but nothing requiring drastic or even moderate sacrifice to replenish.","N","I usually have that much in my checking account. I'd write a check or preferably use my debit card. Actually, I'd be delighted that insurance is covering any amount at all.","N","N","Easy choice. Paying the uncovered amount in cash would cost me $1350. Taking out a loan would cost me $1800. Putting it off would cost me at minimum $1350 with the possibility that repair costs could exceed $1800 should there be further damage.","opt_1",1,"Y","No, the interest would not be worth paying in this case. The only reason not to pay in full if the money is available is to keep money on hand on the chance that something else might come up. If a problem doesn't arise, you've wasted $201 in interest payments.","To be more environmentally friendly I have been parking my car and taking the bus to work. The city bus service has been very dependable, safe and a bargain for the price.","I use two local libraries frequently. The county library sponsors lectures and community oriented events. The university library has vastly more resources and operates as a public library for all citizens during most hours. Its students only overnight.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,1,4,1,3,1,4,1,4,1,3,1,4,4,8,"$70,000 to $79,999",1,"1",11,"Doctorate degree (for example: PhD, EdD)",1,"Male",1953,12,"December",4,"Divorced",2,"Employed 3 or more years for the same company",7,"Education/training/library",1,"None",3,"Caucasian/White",3,"Independent",1.05970128694559,0.00795522325809579
132547,552,"2015-03-16 14:04:20",4,"experiment_Mar15_20","Y","A1DGNROKR9QK50","2015-03-16 14:04:44","2015-03-16 14:04:22","2015-03-16 14:04:44","22sec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","I would have  to reevaluate my priority i would have to cut out eating out and  clothes. Going to movies and other such luxurys","Y","I would have to borrow money from my family.  Might have to sell some of my books and cds.  It would be very difficult to come up with the money","N","Currently the only saving I have is in retirement it would be very difficult to take the money out of that account. I would try to get the money elsewhere","Y","Y","I would see if I could make the car work.  In the mean time I would either car pool or ride the bus.  Wait till I have the money to cover the expense","opt_1",1,"N","Yes because it will not disrupt my saving plans or any of my other bills.  It will allow me to work an extra day a  month to get it paid of",NA,NA,"I used to use the public transport system to get to school and work.  The buses usually were on time and I was able to get there on time","My bank I trust to keep my money safe.  I have been with my bank for the last 10 years and I have never had trouble withdrawing my money.","My church has always been a support system for me.  If I ever have a need they are there to help.","I have a lot of trust in my college to guide me where I need to go and provide proper guidence.","I trust my doctor to know what is best for me and correctly diagnosis any problems I have","I trust my dentist to help me take care of my teeth","I trust my favorite restaurant in providing me properly prepared food.","I trust that my job will continue to pay me for work I have done.","I trust my daycare provider does not abuse my child and properly takes care of her.","I trust my hairstylist uses proper products in my hair and cuts it correctly",4,4,1,1,1,1,3,1,1,1,3,1,3,1,3,2,4,"$30,000 to $39,999",2,"2",8,"Bachelor's degree (for example: BA, AB, BS)",2,"Female",1986,8,"August",1,"Never married",1,"Employed less than 3 years for the same company",11,"Healthcare",2,"1",2,"Black/African descent",3,"Independent",0.943673375803866,0.00492558086245953
132548,552,"2015-03-16 14:04:40",1,"experiment_Mar15_20","Y","A13XNKKN2LI6DF","2015-03-16 14:06:16","2015-03-16 14:04:41","2015-03-16 14:06:16","95sec","Y","I don't think much would change. We would probably save a little less, but otherwise 5% is not significant enough of a change to force me and my family to make any drastic changes to our lifestyle.","Y","I would take $200 out of my savings account to cover this unexpected expense. I don't find that to be a significant expense that would cripple me. Yes, I would rather not pay it, but I don't think it'd even make a small dent in any of my plans.","N","Take The money from my savings account and pay it off. The reason for my savings account is specifically to cover these types of expenses without having to worry about it causing any financial pain.","N","N","I would not take the risk. Chances are this could lead to even a more expensive repair. I find $150 extremely low for an unexpected car repair expense.","opt_1",1,"Y","I don't think so. 20% is a ripoff for an interest rate. I would pay it in cash and save myself the expense of paying interest.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trusting my son's school to provide him with all the necessary requirements for educating him. ","Trusting my bank will keep my information private and keep my money safe.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,5,1,5,1,5,1,5,1,3,1,4,1,5,5,10,"$90,000 to $99,999",4,"4",8,"Bachelor's degree (for example: BA, AB, BS)",1,"Male",1975,1,"January",3,"Married",2,"Employed 3 or more years for the same company",4,"Business and financial operations",3,"2",3,"Caucasian/White",3,"Independent",1.0244823809454,0.00338914021015301
132549,552,"2015-03-16 14:05:12",2,"experiment_Mar15_20","Y","A1JNOFVI58L10O","2015-03-16 14:05:42","2015-03-16 14:05:13","2015-03-16 14:05:42","29sec","Y","I believe I could.  5% isn't really much of a difference.  If anything, I might have to cut back on maybe a few starbucks coffees but I don't see where I would have to completely eliminate starbucks all the way so I think I can like the same lifestyle","Y","I would simply ask my brother and dad, they are always there when I need help.  I have no doubt in my mind that if I needed $200, they will loan it to me because I have always payed back when I borrow","Y","If I am ever in need of help for car repairs, all I have to do is ask my brother or my dad and they will loan me the money right away.  Plus I will also save as much as I can so that I don't have to borrow all of it because the less I need to pay back, the better I feel about it","N","N","If my car needs repairs, I make sure I go ahead and get any repairs that is needed complete because if you ignore the issue, the problem will only get worse and instead of paying for example $150 to fix it now, you will be paying around $500 or more to get it fixed later","opt_1",1,"Y","Paying interest is not worth it in my opinion.  If you don't have the $400 needed, sell your old refrigerator for scraps and borrow the rest of the money from friends and family.  It will be $80 cheaper paying them back because you won't have to pay any interest to them",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I trust schools because they teach you the things you need to learn to succeed in life","I trust museums because I believe they have accurate information about the things they are displaying","I trust banks because I have never had any problems with my money going missing or any issues about my account","I trust health care providers because they never failed me in getting regular check ups","I trust libraries because they always have the books I need when ever I need information about something","I trust grocery stores because I believe that the food they sell are fresh","I trust public transportation because they are a reliable source to get you to where you need to be","I trust airports because the security is good and the airplanes are safe","I trust amusement parks because I believe the rides are always safe due to hourly maintenance they provide to the machines","I trust my cellphone company because I always have service in areas that are needed the most",4,4,4,1,4,1,4,1,4,1,4,1,4,1,4,4,3,"$20,000 to $29,999",3,"3",4,"High school diploma or the equivalent (for example: GED)",1,"Male",1981,9,"September",3,"Married",2,"Employed 3 or more years for the same company",13,"Labor/production/construction/transportation",2,"1",3,"Caucasian/White",1,"Democrat",0.921404503104183,0.00240435734447159
132550,552,"2015-03-16 14:08:00",3,"experiment_Mar15_20","Y","ANAP6CHXLL226","2015-03-16 14:08:19","2015-03-16 14:08:01","2015-03-16 14:08:19","18sec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","I would no longer have enough money to pay my bills. Since I wouldn't even have enough money to do that, I certainly wouldn't have enough to go out and do fun things. ","N","The only thing I could really hope for is to receive support from my family. I'm sure they would do whatever they could to help me, but it would be unlikely that that much money would be available.","N","I don't really know how I would go about it. I imagine that because it's an option and in the question below that that is how I would go about it.","Y","Y","I basically can't afford one hundred and fifty dollars a month on top of my normal bills so it wouldn't even be an option. 100 characters is too much for most of these questions.","opt_2",2,"N","The interest would be worth paying only because I would have no other choice (honestly, I would probably just go without a fridge for a while.) It's also not very much interest, and regardless would be worth it unless you just had enough savings that $999 wouldn't be a big deal.","I rely on public transport to get me to places on time. I trust them do keep to the schedules.","I rely on my health care providers to keep the cost of my health care low enough for me to afford. This is especially important because my health is the reason I have limited funds. I trust that they will do this.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,1,2,1,2,1,4,1,4,1,3,1,4,3,2,"$10,000 to $19,999",1,"1",5,"Some college, but not currently enrolled",1,"Male",1990,5,"May",1,"Never married",3,"Self-employed",23,"Other",1,"None",3,"Caucasian/White",4,"None",0.96336209926261,0.00296420885254151
132551,552,"2015-03-16 14:11:02",4,"experiment_Mar15_20","Y","APZEIAO75NCHM","2015-03-16 14:11:20","2015-03-16 14:11:03","2015-03-16 14:11:20","17sec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","yes, i would just have to make some sacrifices that least impact the same lifestyle that i used to have. it would most likely impact some parts of my recreational or hobbies","Y","i could take it out of my savings account or vacations budget. it would probably set me back a little bit on my vacation or perhaps put me in more hardship later on","N","i would probably pay it with a credit card. i'd try to pay off the credit card as soon as i can. i would try to use the credit card with best rewards","N","N","i would fix the car immediately but probably pay off with a credit card. i wouldn't take a loan but rather use the credit card that i already use","opt_1",1,"Y","no, i'd see it as purchasing a $1,200 refrigerator and would probably not purchase it if i had to be forced to take a loan or pay off with monthly payments",NA,NA,"i trust my schools. i still keep in contact with some of teachers from high school","i trust my public transport to come on time and work in an orderly fashion","i trust my neighborhood community and the organization that oversees our isssues","i trust my health care provider and trust that they look out for my better well being. i have had no problems so far","i trust my bank for the most part and hope that they don't screw me out of my money","i put trust in my local police and hope that they look out for my safety. i've good decent experiences with them","i trust my local hospital. i've had to visit a few times and they were all good experiences","i trust my local fire fighters. i had an issue with my car and they were quick to respond","i trust the local emt. i had an issue with and they were quick to respond","i do not trust my auto insurance. they were not very helpful in my last accident",5,5,3,3,3,3,3,3,3,3,3,4,3,4,3,3,5,"$40,000 to $49,999",1,"1",8,"Bachelor's degree (for example: BA, AB, BS)",1,"Male",1988,9,"September",1,"Never married",1,"Employed less than 3 years for the same company",20,"Sales and marketing",1,"None",3,"Caucasian/White",3,"Independent",0.991733474748646,0.00112183082069701
132552,552,"2015-03-16 14:12:44",1,"experiment_Mar15_20","Y","A2EEL9YYUHL5SK","2015-03-16 14:14:20","2015-03-16 14:12:45","2015-03-16 14:14:20","95sec","Y","I would probably just need to reorganize my budget. It would most likely impact the leisure and food budget, but we would be fine. ","Y","I would try to make the money on mturk. Or if push came to shove, I would ask my family. The hardship would not be long-term. If we did have to sacrifice, it would be for a short period of time. I have several different ways to try to earn the money. ","Y","I would have to use some of our savings or use credit and then try to earn back the money through my work on mturk. It would not be an overwhelming hardship and in fact has happened before. We find the money, maybe rearrange our budget for the week and then we are able to absorb the cost. ","N","N","Well, I would decide based on what was feasible. It is not possible for our family, with children and health issues to not have a working vehicle, so I would not consider leaving the car to chance. At the same time, a loan is not worthwhile for such a little amount. We would just have to use our savings. ","opt_1",1,"Y","The interest would be worth paying if the cash was not on hand. In this case, however, I have the cash. It doesnt feel good to be on the hook for any amount. Those twelve months owing someone would feel worse than just paying up front. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I trust the public school system everyday with my two children that attend. ","I trust my daughters neurosurgeon to give us the best advice and choices possible for her care. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,4,1,3,1,3,1,3,1,3,2,4,1,4,4,7,"$60,000 to $69,999",6,"6",9,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",2,"Female",1977,11,"November",2,"Living Together",6,"A homemaker",17,"Personal care and service",5,"4",2,"Black/African descent",1,"Democrat",1.01379616667998,0.00288802703818704
132554,552,"2015-03-16 14:24:13",3,"experiment_Mar15_20","Y","A31A4YKVSOYRVS","2015-03-16 14:24:29","2015-03-16 14:24:14","2015-03-16 14:24:29","15sec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","I make more than I need to get by, and I try to live below my means to save money for the future, so this would be a similar salary to the budget I already live by.","N","I would have to borrow money or just go into debt. I don't know what else I could possibly do. I have some of that in savings but not enough, and no way to make it all up right away. ","N","I would just pay the amount out of my savings, it wouldn't take them all. I wouldn't be happy about it, but it would work itself out.","Y","N","I would have a tough time deciding which choice would end up with the best outcome. I would be nervous I was making the wrong decision, but I would also be tempted to take the easiest option.","opt_1",1,"Y","Not in my opinion. I would rather just get te situation over with right away, and I wouldn't want t spend that extra amount.","I trust my local health care people. They are warm and friendly and care about people.","I trust the schools. They seem to truly have the best interests of the students in mind.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,4,3,3,4,2,5,2,3,2,3,3,3,4,6,"$50,000 to $59,999",4,"4",8,"Bachelor's degree (for example: BA, AB, BS)",1,"Male",1993,8,"August",3,"Married",1,"Employed less than 3 years for the same company",6,"Computer and mathematical",3,"2",3,"Caucasian/White",3,"Independent",0.914243168291002,0.00176027377984992
132556,552,"2015-03-16 14:26:27",1,"experiment_Mar15_20","Y","A544VW8YTMPJP","2015-03-16 14:27:39","2015-03-16 14:26:29","2015-03-16 14:27:39","70sec","N","  I am struggling as it is right now.  I make enough for the essentials and what eber little that is left is to help my mom.   I would have to stop helping her and I rather go to live with her than to di that. She needs her medicines. So not helping her would be not optional.  Many of us bearely make enough                                  ","N","Like before......... I hardly make enough.   I would have to sell something I own or just get a second job like many others to survIve.   I can not think of anither way to come up with ywoo hundred dollars in a short notice.  And it will really have to be an emergency...................","N","         I guess get a second job. Or marry someone rich.  Takimg a loan or selling something valuable. .................................","Y","Y",".   Yes it will be a difficult decision.  But I have faith in God and know that he will provide a solution.  I would put my trust in Him and let Him lead the way and show me what to do......................","opt_1",1,"Y","No. I have no money to give away just because it sounds convenient. I would just get a part time for a few weeks untill I have all the money.         I cam wait. I will buy cooler meanwhile. ........",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I trust my Christian community. I know they always will be there for me in good and in bad times.  In every way, that is what Christians do best, beside praising God.","  I trust my family, which is mainly my mom.  She always have good Advice to give me and would never do me wrong.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,1,4,1,3,1,5,1,3,1,3,1,4,4,4,"$30,000 to $39,999",2,"2",5,"Some college, but not currently enrolled",2,"Female",1980,8,"August",1,"Never married",2,"Employed 3 or more years for the same company",10,"Food services",1,"None",5,"Latino/Hispanic",1,"Democrat",1.07610266991498,0.00465854508402079
132557,552,"2015-03-16 14:27:49",2,"experiment_Mar15_20","Y","A2DXEPC4QFV4R1","2015-03-16 14:28:12","2015-03-16 14:27:51","2015-03-16 14:28:12","21sec","Y","It would impact my leisure or expendable income a bit, but otherwise I would be able to continue living the same way I currently am.","Y","I have a credit line that I would be able to use that I do not have to pay back for 6 months. I would use that. It is not preferable because if for some reason I am not able to pay it back in 6 months I would have to pay interest, which would be a financial burden.","Y","I would have to take money out of my savings account or my credit line. I would have enough money in that case, but I would rather nit do this.","Y","N","It would be difficult because it is a large, unforeseen expense, but I would not risk the car breaking down even further, leaving me without transportation and an even larger bill.","opt_1",1,"Y","No. I never like paying interest if I can help it. The interest is roughly 16% of the purchase price, which is way too high for me.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schools are justified because you need them for education.","Banks are justified because you need them to hold money.","Public transport is justified because a lot of people take them and they only rarely fail.","Health care providers are justified because you need their help to pay medical bills.","Doctors are justified because you can see their degrees.","Mechanics are justified because they must do a good job or they are not paid.","Churches are justified as long as you believe in the religion.","Veterinarians are justified because you can see their degrees.","Architects are justified because of buildings fail, it is their responsibility.","The postal service is justified because of the many years they have been running.",5,5,4,1,3,1,3,1,4,1,4,1,4,1,4,4,4,"$30,000 to $39,999",3,"3",7,"Associate degree (for example: AA, AS)",2,"Female",1961,6,"June",5,"Separated",2,"Employed 3 or more years for the same company",20,"Sales and marketing",4,"3",5,"Latino/Hispanic",2,"Republican",0.796078120700644,0.000706025667746806
132558,552,"2015-03-16 14:32:43",3,"experiment_Mar15_20","Y","A177EXELDLWTWV","2015-03-16 14:33:03","2015-03-16 14:32:44","2015-03-16 14:33:03","19sec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","I would adjust my spending a bit and not spend my money on stuff I don't really need. I would also try to save more money just in case.","Y","I would have to borrow it from family or my bank. I would then be liable for that money for some time until I pay it all back.It would take my quite a bit of time","Y","I would use most of the money in my savings but I would be quick to make sure I replenished my savings account.Its important for me to have some amount of money in my savings.","N","N","I would weigh both my options in this situation. I feel like if my car breaks down it would make the problem even worse so its best to just fix it now and prevent future costs.","opt_1",1,"Y","Yes if I have the money then there is no point in beating around the bush.A savings of $200 is a big deal to me, I could use that money for a number of things.","I trust my bank, they have been with me for years and have helped me in a number of ways. They have always provided good advice and helped me when I needed help.","My school is a very important part of my life. I trust my school to have my interest at hand at all times.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,1,2,1,5,1,5,1,4,1,4,1,4,4,7,"$60,000 to $69,999",4,"4",6,"Some college, and currently enrolled",1,"Male",1993,4,"April",2,"Living Together",7,"A student",20,"Sales and marketing",1,"None",5,"Latino/Hispanic",1,"Democrat",0.920595084259393,0.00505734963894625
132560,552,"2015-03-16 14:38:01",1,"experiment_Mar15_20","Y","A3R25SV8HUGML2","2015-03-16 14:38:23","2015-03-16 14:38:03","2015-03-16 14:38:23","20sec","Y","I would find a way to make up the difference with supplemental income. 5% of my income would be less than 2000 dollars. I would, however, attempt to look for a difference employer.","Y","Yes I would most likely be able to borrow the money from family or friends if I absolutely needed it. I would hate having to do this as I don't like owing people money. It would require that I sacrifice some of my spending money to pay them back in the future.","Y","I would withdraw the money needed from an ATM and pay the full amount of the bill in cash. This would not require me to liquidate any of my savings or assets.","N","N","I would withdraw the money needed from an ATM and pay the full amount of the bill in cash. This would not require me to liquidate any of my savings or assets.","opt_2",2,"Y","In my opinion the interest would be worth paying in this situation. Reason being it's only a year long payment plan and it will only be 80 dollars in total interest over the year, that is less than 10 dollars a month for the convenience of being able to pay for the fridge over time.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I was at the grocery store and I let a lady go in front of me who only had a few items, she was grateful.","I was at a concert and there was a shorter person behind where I was standing so I moved so they could see.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,"$10,000 to $19,999",1,"1",5,"Some college, but not currently enrolled",1,"Male",1991,9,"September",1,"Never married",3,"Self-employed",6,"Computer and mathematical",1,"None",3,"Caucasian/White",5,"Other",0.96369789268122,0.00230256532270757
132562,552,"2015-03-16 14:50:12",3,"experiment_Mar15_20","Y","A1PT63J40GNSZF","2015-03-16 14:50:33","2015-03-16 14:50:13","2015-03-16 14:50:33","20sec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Because I am just barely getting by. The student loans from college are absolutely killing me! I also live in an expensive city and am just barely making ends meet.","Y","I would ask my parents and they would gladly help. I would be able to get it from them immediately and they'd put me on a payment plan. I wouldn't have to make too many sacrifices.","N","I would literally withdraw the 1500 from my savings and would be able to pay it then and there, no reason to do other than this.","N","N","A car is my livelihood, without it I cannot get to work, I need it. So it must be in tip top shape if I am to continue to make money.","opt_1",1,"Y","Not at all, interest is money lost and there is no need to pay interest if I do not need to, so I will save money and pay it all upfront.","When I had to trust that the road crews would repair the road I take to work quickly. They did!","When I had to trust my apartment that they would fix my toilet while I was away. They did so very efficiently.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,4,3,4,4,4,1,4,1,3,3,4,4,4,4,4,"$30,000 to $39,999",1,"1",8,"Bachelor's degree (for example: BA, AB, BS)",1,"Male",1991,5,"May",1,"Never married",1,"Employed less than 3 years for the same company",8,"Executive/management",1,"None",3,"Caucasian/White",2,"Republican",1.10182396042035,0.00097137506795067
132563,552,"2015-03-16 14:58:19",4,"experiment_Mar15_20","Y","A2C7VUFGB8WGCG","2015-03-16 14:58:48","2015-03-16 14:58:20","2015-03-16 14:58:48","28sec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","I would want to cut back significantly on anything that was not needed in order to save in case of further reductions to my salary or losing my job","Y","I have savings, I would need to sacrifice down the road in order to rebuild it though.  I would cut down on any unnecessary expenses outside of food, mortgage and other debts though if necessary I could go into debt or stop paying off some of my debts in order to make sure I had some savings.","N","I have that much in cash savings, so I would just take the money out of the account to pay for the car then I would begin rebuilding my savings by cutting down on unnecessary purchases, or not paying off some of my debts to make sure I had savings.","N","N","It might be a difficult choice depending on how much savings I had, but i absolutely need a vehicle for my work as there is no form of public transportation that could substitute so I would likely get it fixed immediately in order to avoid being without a car and possibly losing my job.","opt_2",2,"Y","I think it would be worth paying in this case simply because I would not want to deplete my emergency savings so significantly for a refridgerator when I have so many other expenses which could come up and which I could maybe not recieve financing for.",NA,NA,"I trust that the police in my town will not shoot me if they mistake me for a criminal.","I trust that public schools will allow my children equal access to a quality education in comparison with others.","I trust that my bank will not deduct money from my account at the request of others (debt collectors) without my approval.","I trust that when I do ride public transport it will arrive when it is supposed to and make a solid effort to getting me to my location on time.","I trust that the post office will not lose any packages I choose to ship with them.","I trust that people in general will follow traffic rules such as stopping at red lights, though I also drive defensively.","I trust that social workers will engage in an honest investigation of any reports of child neglect or abuse and not remove children from homes without cause.","I trust that animal welfare will act humanely towards people's pets and other animals.","I trust that my deposits with my bank are covered by the FDIC and if the bank should go under I would not lose my money.","I trust that the police in my town would investigate any crimes against my person or property to the best of their ability.",4,4,2,1,3,1,2,1,2,1,1,2,2,1,2,3,8,"$70,000 to $79,999",3,"3",8,"Bachelor's degree (for example: BA, AB, BS)",1,"Male",1986,11,"November",1,"Never married",2,"Employed 3 or more years for the same company",20,"Sales and marketing",1,"None",3,"Caucasian/White",3,"Independent",1.03308725403263,0.00559757850923383
132564,552,"2015-03-16 15:03:37",1,"experiment_Mar15_20","Y","A3PNDFOC2DVQJD","2015-03-16 15:03:53","2015-03-16 15:03:39","2015-03-16 15:03:53","14sec","Y","I put most of my money into savings, so my day to day would not be impacted much. It would impact my long term retirement timeline, but I could see myself making up that money in another very simple way. ","Y","I have a savings fund for just this kind of thing. It is sitting at the ready for whenever there is an unusual need. In budgeting and in life, there will always be something unexpected. ","N","I am not sure what you mean by liquidating, but I have money in an easy to access money market. For an expense as low as $150, I could pull it from my checking. ","N","N","It was very easy to make. I already have the money set aside in cases like this. I need my car so I have prepared in advance for this.","opt_1",1,"Y","Not at all. I believe in paying upfront for everything that we buy. There are many ways to get around paying interest when you don't consider it an option.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I trust that the bus will come on time on the schedule that is listed on my phone. ","I trust the bank to insure my money in my long term savings account.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,2,1,1,2,4,2,3,2,5,2,3,2,4,5,9,"$80,000 to $89,999",2,"2",9,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",2,"Female",1985,11,"November",2,"Living Together",3,"Self-employed",3,"Arts/design/entertainment/music/media",1,"None",3,"Caucasian/White",1,"Democrat",1.27580799866127,0.00103416275562608
132565,552,"2015-03-16 15:05:05",2,"experiment_Mar15_20","Y","A3BUS4D08Z6XR2","2015-03-16 15:05:58","2015-03-16 15:05:06","2015-03-16 15:05:58","52sec","Y","Roughly my lifestyle would remain the same, but I would cut out leisure activities such as eating out and social drinking","Y","I have enough buffer in my savings that this wouldn't be a problem and would require no sacrifices with long-term consequences.","Y","I would hand over my credit card to pay for it immediately - otherwise I would go to the bank and take out the required amount.","N","N","This would be an easy decision for me to make.  I wouldn't be happy about it, but I always keep an emergency fund available for such situations.","opt_1",1,"N","The interest is never worth paying.  I would simply go get the necessary amount of cash and save the 81 dollars.  If I didn't have the cash, I'd find a cheaper fridge.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I go to the library and check out boos on a regular basis.","I've been to the police station for fingerprinting and they were really nice and did it for free.","I went to public school and seem to have gotten a decent enough education to at least get me into college.","I use a bank and they've never lost my money.","I've used public health services and they do a pretty good job, although the attention you get isn't as good.","I drive on public roads and potholes are minimal.","I feel safe in my community, so the police must be doing a good job.","I had a house burn down and the firemen were prompt and courteous.","I've been to the ER a few times and they haven't let me die yet.","When I'm driving, the red lights are usually functional and if they aren't, the police are prompt in regulating traffic.",8,8,2,1,3,1,2,1,4,1,1,1,3,1,3,5,6,"$50,000 to $59,999",1,"1",11,"Doctorate degree (for example: PhD, EdD)",2,"Female",1977,6,"June",1,"Never married",4,"Unemployed and looking for work",16,"Life, physical, and social science",1,"None",3,"Caucasian/White",1,"Democrat",1.02752784312911,0.00344848279590818
132568,552,"2015-03-16 15:08:18",1,"experiment_Mar15_20","Y","A3VDQ6HZDIPBD4","2015-03-16 15:09:24","2015-03-16 15:08:19","2015-03-16 15:09:24","65sec","Y","A 5% reduction would likely cut into leisure and savings plans. I would still have sufficient funds for basic expenses.","Y","I would tap into my emergency fund or put it on a 0% interest credit card.  It would not cause long-term consequences but rather the fund would be replenished over a few months and/or the balance paid down within a similar duration.","N","I could cover this amount on a credit card or tap into my savings. Liquidation of savings is not ""required"" since there are alternative options. I generally keep around this amount of money in my PayPal account, so I could also potentially withdraw money from there.","N","N","I would not take a loan with 15% APR as that's ridiculously high and verges upon monetary rape. I would also not be willing to risk damaging the car further by not getting it checked, so I would have to come up with the money in the shorter term.","opt_1",1,"Y","The interest of 20% is in no way worth paying. Such abusive financing is offensive and an abuse of consumer rights. I would offer a hardy ""Fuck you"" to any company charging such a high APR and wish death by cancer to them and their immediate family.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In applying to school, the cost and time investment is large. This requires a high degree of trust placed in the institution that they are reputable, have talented faculty, and will admit like-minded students with a strong desire for learning. My positive experience is testament that the trust was justified.","I regularly leave for work at a set time in the morning and depend upon the subway in my commute. This requires trust that the train will arrive according to schedule. Most often the trust placed in the system has proven justified and I am able to get to work on time the vast majority of the time.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,2,1,2,1,3,1,2,1,5,2,3,1,3,3,7,"$60,000 to $69,999",3,"3",9,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",1,"Male",1981,4,"April",1,"Never married",3,"Self-employed",21,"Self-employed/entrepreneur",1,"None",3,"Caucasian/White",3,"Independent",1.02633128484343,0.00343311299494192
