"wave","happy","health","life","gTrust","finance","nTrust","income","edu","edu_c","country"
2,"Not at all happy","Good","Completely dissatisfied","Most people can be trusted","Completely dissatisfied",NA,"2","Incomplete primary school",NA,"Nigeria"
2,"Very happy","Fair","7","Need to be very careful","3",NA,"2","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Not very happy","Good","4","Need to be very careful","8",NA,"2","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Not very happy","Good","6","Need to be very careful","Completely dissatisfied",NA,"5","Some university-level education, without degree",NA,"Nigeria"
2,"Not at all happy",NA,"Completely dissatisfied","Need to be very careful","Completely dissatisfied",NA,"4","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Not at all happy","Poor","Completely dissatisfied","Need to be very careful","Completely dissatisfied",NA,"10","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Rather happy","Good","7","Most people can be trusted","9",NA,"3","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Rather happy","Good","9",NA,"Completely satisfied",NA,"4","Some university-level education, without degree",NA,"Nigeria"
2,"Not at all happy","Very good","2","Need to be very careful","Completely dissatisfied",NA,"3","Some university-level education, without degree",NA,"Nigeria"
2,"Rather happy","Very good","6","Need to be very careful","4",NA,"9","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Rather happy","Good","7",NA,"4",NA,"5","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Not at all happy","Very poor","Completely dissatisfied","Need to be very careful","3",NA,NA,"Incomplete primary school",NA,"Nigeria"
2,"Very happy","Good","Completely satisfied","Need to be very careful","6",NA,NA,"Some university-level education, without degree",NA,"Nigeria"
2,"Very happy","Good","9","Need to be very careful","7",NA,"1","Incomplete primary school",NA,"Nigeria"
2,"Very happy","Poor","9","Most people can be trusted","8",NA,"8","Some university-level education, without degree",NA,"Nigeria"
2,"Rather happy","Good","9","Most people can be trusted","6",NA,"9","Some university-level education, without degree",NA,"Nigeria"
2,"Rather happy","Good","9","Need to be very careful","Completely satisfied",NA,"10","Some university-level education, without degree",NA,"Nigeria"
2,"Rather happy","Poor","8","Most people can be trusted","Completely satisfied",NA,"5","Some university-level education, without degree",NA,"Nigeria"
2,"Very happy","Good","8","Most people can be trusted","7",NA,"3","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Not very happy","Good","4","Need to be very careful","5",NA,"3","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Not very happy","Fair","7","Need to be very careful","Completely dissatisfied",NA,"1","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Very happy","Good","Completely satisfied","Need to be very careful","Completely satisfied",NA,"3","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Rather happy","Good","8","Most people can be trusted","Completely satisfied",NA,"8","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Not very happy","Poor","6","Need to be very careful","4",NA,"1","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Rather happy","Poor","7","Need to be very careful","3",NA,"1","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Not very happy","Very good","7","Need to be very careful","Completely satisfied",NA,"3","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Rather happy","Good","7","Need to be very careful","6",NA,"1","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Not very happy","Good","7","Need to be very careful","2",NA,"2","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Very happy","Fair","Completely satisfied","Need to be very careful","Completely satisfied",NA,"1","Incomplete primary school",NA,"Nigeria"
2,"Rather happy","Good","8",NA,"6",NA,"3","Incomplete primary school",NA,"Nigeria"
2,"Not very happy","Fair","6","Need to be very careful","2",NA,"1","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Very happy","Good","9","Need to be very careful","Completely dissatisfied",NA,"1","Some university-level education, without degree",NA,"Nigeria"
2,"Very happy","Very good","Completely satisfied","Most people can be trusted","8",NA,"8","Some university-level education, without degree",NA,"Nigeria"
2,"Very happy","Very good","9","Need to be very careful","Completely satisfied",NA,NA,"Incomplete primary school",NA,"Nigeria"
2,"Not very happy","Good","5","Need to be very careful","6",NA,"1",NA,NA,"Nigeria"
2,"Not at all happy","Fair","2",NA,"6",NA,"8","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Very happy","Good","Completely satisfied","Need to be very careful","8",NA,"6","Incomplete primary school",NA,"Nigeria"
2,"Very happy","Very good","Completely satisfied","Most people can be trusted","8",NA,"9","Some university-level education, without degree",NA,"Nigeria"
2,"Very happy","Very good","Completely satisfied","Most people can be trusted","Completely satisfied",NA,"8","Some university-level education, without degree",NA,"Nigeria"
2,"Not at all happy","Good","2","Need to be very careful","3",NA,"2","Incomplete primary school",NA,"Nigeria"
2,"Not at all happy","Good","Completely dissatisfied","Need to be very careful","Completely dissatisfied",NA,"10","Incomplete primary school",NA,"Nigeria"
2,"Not at all happy","Very good","3","Most people can be trusted","Completely satisfied",NA,"3","Incomplete primary school",NA,"Nigeria"
2,"Not very happy","Very poor","4","Need to be very careful","Completely satisfied",NA,"9","Some university-level education, without degree",NA,"Nigeria"
2,"Not at all happy","Good","Completely dissatisfied","Most people can be trusted","6",NA,"8","Some university-level education, without degree",NA,"Nigeria"
2,"Very happy","Fair","7","Need to be very careful","5",NA,NA,"Some university-level education, without degree",NA,"Nigeria"
2,"Very happy","Fair","8","Need to be very careful","Completely satisfied",NA,"2","Some university-level education, without degree",NA,"Nigeria"
2,"Rather happy","Good","7","Need to be very careful","Completely satisfied",NA,NA,"Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Very happy","Fair","Completely satisfied","Need to be very careful","2",NA,NA,"Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Rather happy",NA,"7","Need to be very careful","Completely dissatisfied",NA,"2","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Rather happy","Good","7",NA,"7",NA,"5","Some university-level education, without degree",NA,"Nigeria"
2,"Rather happy","Fair","7","Need to be very careful","6",NA,"1","Incomplete primary school",NA,"Nigeria"
2,"Not very happy","Good","4",NA,"3",NA,"1","Incomplete primary school",NA,"Nigeria"
2,"Not very happy","Good","8","Need to be very careful","9",NA,"3","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Rather happy","Good","6","Need to be very careful","8",NA,"8","Some university-level education, without degree",NA,"Nigeria"
2,"Not very happy","Fair","2",NA,"2",NA,"1","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Rather happy","Fair","Completely dissatisfied","Most people can be trusted","Completely dissatisfied",NA,NA,"Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Very happy","Good","8","Need to be very careful","Completely satisfied",NA,NA,"Some university-level education, without degree",NA,"Nigeria"
2,"Rather happy","Fair","7","Need to be very careful","Completely dissatisfied",NA,"4","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Not at all happy","Very poor","Completely dissatisfied","Need to be very careful","Completely dissatisfied",NA,"3","Some university-level education, without degree",NA,"Nigeria"
2,"Not very happy","Very good","7","Most people can be trusted","7",NA,"3","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Very happy","Good","Completely satisfied","Need to be very careful","Completely satisfied",NA,"10","Some university-level education, without degree",NA,"Nigeria"
2,"Not at all happy","Fair","Completely dissatisfied","Need to be very careful","Completely dissatisfied",NA,"2","Some university-level education, without degree",NA,"Nigeria"
2,"Not very happy","Poor","5","Need to be very careful","4",NA,"2","Some university-level education, without degree",NA,"Nigeria"
2,"Very happy","Good","Completely satisfied",NA,"8",NA,"7","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Rather happy","Fair","5","Need to be very careful","6",NA,"7","Some university-level education, without degree",NA,"Nigeria"
2,"Very happy","Poor","6","Need to be very careful","8",NA,"9","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Very happy","Good","8","Need to be very careful","5",NA,"10","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Rather happy","Very good","7","Need to be very careful","6",NA,"6","Some university-level education, without degree",NA,"Nigeria"
2,"Rather happy","Very good","5","Need to be very careful","6",NA,"4","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Rather happy","Good","4","Need to be very careful","4",NA,"8","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Very happy","Very good","Completely satisfied","Need to be very careful","Completely satisfied",NA,"8","Some university-level education, without degree",NA,"Nigeria"
2,"Very happy","Good","8","Need to be very careful","8",NA,"8","Some university-level education, without degree",NA,"Nigeria"
2,"Very happy","Good","8","Need to be very careful","9",NA,"4","Incomplete primary school",NA,"Nigeria"
2,"Very happy","Very good","9","Need to be very careful","7",NA,"7","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Rather happy","Good","4","Need to be very careful","Completely dissatisfied",NA,"6","Some university-level education, without degree",NA,"Nigeria"
2,"Not very happy","Good","7","Need to be very careful","7",NA,"7","Incomplete primary school",NA,"Nigeria"
2,"Not very happy","Fair","4","Need to be very careful","7",NA,NA,"Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Very happy","Very good","Completely satisfied","Need to be very careful","7",NA,"5","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Not very happy","Poor","6",NA,NA,NA,"4","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Not very happy","Good","5","Need to be very careful","6",NA,"8","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Rather happy","Very good","6",NA,"3",NA,"4","Some university-level education, without degree",NA,"Nigeria"
2,"Not very happy","Very good","Completely satisfied","Need to be very careful","2",NA,"4","Some university-level education, without degree",NA,"Nigeria"
2,"Rather happy","Good","7","Need to be very careful","9",NA,NA,"Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Rather happy","Very good","6","Most people can be trusted","6",NA,"4","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Not very happy","Good","7","Need to be very careful","6",NA,"6","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Very happy","Very good","7","Need to be very careful","6",NA,"2","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Rather happy","Very good","5","Need to be very careful","4",NA,"8","Some university-level education, without degree",NA,"Nigeria"
2,"Rather happy","Good","7","Need to be very careful","9",NA,"8","Some university-level education, without degree",NA,"Nigeria"
2,"Very happy","Very good","7","Need to be very careful","8",NA,"5","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Not very happy","Good","3","Need to be very careful","4",NA,"4","Some university-level education, without degree",NA,"Nigeria"
2,"Rather happy","Very good","6","Need to be very careful","5",NA,"8","Some university-level education, without degree",NA,"Nigeria"
2,"Not very happy","Good","8","Most people can be trusted","7",NA,"7","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Very happy","Very good","5","Most people can be trusted","7",NA,"5","Some university-level education, without degree",NA,"Nigeria"
2,"Not very happy","Very good","Completely satisfied","Need to be very careful","5",NA,"1","Some university-level education, without degree",NA,"Nigeria"
2,"Not very happy","Good","3","Need to be very careful","5",NA,"5","Incomplete primary school",NA,"Nigeria"
2,"Rather happy","Good","9","Need to be very careful","7",NA,"8","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Rather happy","Good","6","Need to be very careful","5",NA,"5","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Rather happy","Good","7","Need to be very careful","8",NA,"7","Some university-level education, without degree",NA,"Nigeria"
2,"Rather happy","Good","4","Need to be very careful","2",NA,NA,"Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Rather happy","Good","9","Need to be very careful","7",NA,"6","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Rather happy","Very good","8","Need to be very careful","5",NA,NA,"Some university-level education, without degree",NA,"Nigeria"
2,"Very happy","Very good","3","Need to be very careful","6",NA,"2","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Rather happy","Very good","9","Need to be very careful","Completely satisfied",NA,"8","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Very happy","Very good","Completely satisfied","Need to be very careful","8",NA,"8","Some university-level education, without degree",NA,"Nigeria"
2,"Rather happy","Very good","6","Most people can be trusted","4",NA,"7","Some university-level education, without degree",NA,"Nigeria"
2,"Rather happy","Good","4","Need to be very careful","2",NA,"3","Some university-level education, without degree",NA,"Nigeria"
2,"Rather happy","Good","8","Need to be very careful","8",NA,"9","Some university-level education, without degree",NA,"Nigeria"
2,"Rather happy","Good","6","Need to be very careful","8",NA,"8","Some university-level education, without degree",NA,"Nigeria"
2,"Rather happy","Very good","5","Need to be very careful","3",NA,"9","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Very happy","Good","8","Need to be very careful","4",NA,"6","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Not very happy","Very good","Completely satisfied","Need to be very careful","4",NA,"6","Some university-level education, without degree",NA,"Nigeria"
2,NA,"Good","9","Need to be very careful","9",NA,"8","No formal education",NA,"Nigeria"
2,"Rather happy","Good","7","Need to be very careful","8",NA,"8","Some university-level education, without degree",NA,"Nigeria"
2,"Very happy","Very good","8",NA,"8",NA,NA,"No formal education",NA,"Nigeria"
2,"Not very happy","Fair","4","Need to be very careful","2",NA,NA,"No formal education",NA,"Nigeria"
2,"Rather happy","Good","6","Need to be very careful","Completely dissatisfied",NA,"4","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Very happy","Very good","Completely satisfied","Need to be very careful","Completely satisfied",NA,"6","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Very happy","Good","Completely satisfied","Need to be very careful","Completely satisfied",NA,"10","Incomplete primary school",NA,"Nigeria"
2,"Rather happy","Fair","7","Need to be very careful","Completely dissatisfied",NA,"8","Incomplete primary school",NA,"Nigeria"
2,"Rather happy",NA,"5","Need to be very careful","7",NA,"5","Some university-level education, without degree",NA,"Nigeria"
2,"Very happy","Very good","7","Need to be very careful","9",NA,"7","No formal education",NA,"Nigeria"
2,"Very happy","Good","9","Need to be very careful","5",NA,NA,"No formal education",NA,"Nigeria"
2,"Rather happy","Good","7","Need to be very careful","6",NA,"6","Some university-level education, without degree",NA,"Nigeria"
2,"Very happy","Good","8","Need to be very careful","3",NA,"5","No formal education",NA,"Nigeria"
2,"Very happy","Very good","9",NA,"8",NA,"5","No formal education",NA,"Nigeria"
2,"Very happy","Fair","Completely satisfied","Need to be very careful","Completely dissatisfied",NA,"1","No formal education",NA,"Nigeria"
2,"Very happy","Very good","9","Most people can be trusted","2",NA,NA,"No formal education",NA,"Nigeria"
2,"Rather happy","Good","8","Need to be very careful","4",NA,NA,"Incomplete primary school",NA,"Nigeria"
2,"Very happy","Very good","9","Need to be very careful","6",NA,"8","Some university-level education, without degree",NA,"Nigeria"
2,"Rather happy","Good","6",NA,"4",NA,"6","Some university-level education, without degree",NA,"Nigeria"
2,"Rather happy","Good","8",NA,"8",NA,"6","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Not very happy","Very good","7","Need to be very careful","8",NA,"8","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Very happy","Very good","Completely satisfied","Need to be very careful","Completely satisfied",NA,NA,"Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Not very happy","Very good","6","Need to be very careful","6",NA,"9","Some university-level education, without degree",NA,"Nigeria"
2,"Rather happy","Very good","Completely satisfied","Need to be very careful","9",NA,"9","Some university-level education, without degree",NA,"Nigeria"
2,"Very happy","Good","Completely satisfied",NA,"7",NA,"6","Some university-level education, without degree",NA,"Nigeria"
2,"Rather happy","Fair","9","Need to be very careful","Completely dissatisfied",NA,NA,"Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Very happy","Good","Completely satisfied","Need to be very careful","5",NA,"6","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Not at all happy","Poor","Completely dissatisfied","Most people can be trusted","6",NA,"9","Some university-level education, without degree",NA,"Nigeria"
2,"Very happy","Very good","Completely satisfied","Need to be very careful","Completely satisfied",NA,NA,"No formal education",NA,"Nigeria"
2,"Rather happy","Good","Completely dissatisfied","Need to be very careful","6",NA,"10","Some university-level education, without degree",NA,"Nigeria"
2,"Not very happy","Good","6","Need to be very careful","6",NA,"9",NA,NA,"Nigeria"
2,"Very happy","Good","7","Need to be very careful","5",NA,"5",NA,NA,"Nigeria"
2,"Not very happy","Very good","7","Need to be very careful","7",NA,"5","Some university-level education, without degree",NA,"Nigeria"
2,"Rather happy","Good","Completely dissatisfied","Need to be very careful","Completely satisfied",NA,"5","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Not very happy","Fair","Completely dissatisfied","Need to be very careful","Completely dissatisfied",NA,"6","Some university-level education, without degree",NA,"Nigeria"
2,"Not very happy","Very good","5","Need to be very careful","8",NA,"7","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Very happy","Good","Completely satisfied","Need to be very careful","Completely satisfied",NA,NA,"Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Very happy","Very good","9","Need to be very careful","4",NA,"5","Some university-level education, without degree",NA,"Nigeria"
2,"Rather happy","Very good","8","Need to be very careful","8",NA,"9","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Rather happy","Good","5","Need to be very careful","5",NA,"3","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Rather happy","Very good","8","Need to be very careful","8",NA,"10","Some university-level education, without degree",NA,"Nigeria"
2,"Not very happy","Good","5",NA,"5",NA,"8","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Rather happy","Good","8","Need to be very careful","Completely satisfied",NA,"4","Some university-level education, without degree",NA,"Nigeria"
2,"Rather happy","Very good","9","Need to be very careful","2",NA,NA,"Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Rather happy","Very good","8","Need to be very careful","7",NA,"5","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Not at all happy","Very poor","Completely dissatisfied","Need to be very careful","Completely dissatisfied",NA,"1","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Rather happy","Good","Completely satisfied","Need to be very careful","2",NA,"5","Some university-level education, without degree",NA,"Nigeria"
2,"Rather happy","Fair","9","Need to be very careful","Completely satisfied",NA,"10","Some university-level education, without degree",NA,"Nigeria"
2,"Rather happy","Good","Completely satisfied","Need to be very careful","5",NA,"6","Some university-level education, without degree",NA,"Nigeria"
2,"Rather happy","Good","6","Need to be very careful","5",NA,"6","Some university-level education, without degree",NA,"Nigeria"
2,"Not very happy","Good","6","Need to be very careful","5",NA,"10","Some university-level education, without degree",NA,"Nigeria"
2,"Very happy","Very good","Completely satisfied",NA,"8",NA,"7","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Not very happy","Good","5","Need to be very careful","4",NA,"2","Some university-level education, without degree",NA,"Nigeria"
2,"Very happy","Fair","9","Most people can be trusted","4",NA,"4","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Very happy","Very good","9","Need to be very careful","7",NA,"6","Some university-level education, without degree",NA,"Nigeria"
2,"Very happy","Very good","Completely satisfied","Need to be very careful","Completely satisfied",NA,"7","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Not very happy","Fair","6","Most people can be trusted","2",NA,"9","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Very happy","Poor","6","Need to be very careful","3",NA,"4","Incomplete secondary school: technical/ vocational type",NA,"Nigeria"
2,"Rather happy","Fair","8","Most people can be trusted","4",NA,"5",NA,NA,"Poland"
2,"Rather happy","Fair","6","Most people can be trusted","5",NA,"6",NA,NA,"Poland"
2,"Rather happy","Poor","6","Most people can be trusted","5",NA,"4",NA,NA,"Poland"
2,"Rather happy","Good","9","Need to be very careful","Completely satisfied",NA,"6",NA,NA,"Poland"
2,"Rather happy","Fair","9",NA,"7",NA,"5",NA,NA,"Poland"
2,"Rather happy","Good","5","Need to be very careful","2",NA,"2",NA,NA,"Poland"
2,"Rather happy","Fair","8","Need to be very careful","Completely dissatisfied",NA,"4",NA,NA,"Poland"
2,"Rather happy","Poor","8","Need to be very careful","Completely dissatisfied",NA,"5",NA,NA,"Poland"
2,"Rather happy","Good","6","Need to be very careful","5",NA,"5",NA,NA,"Poland"
2,"Rather happy","Fair","6","Need to be very careful","5",NA,"5",NA,NA,"Poland"
2,"Rather happy","Fair","Completely dissatisfied","Need to be very careful","8",NA,"5",NA,NA,"Poland"
2,"Rather happy","Fair","8","Need to be very careful","3",NA,"6",NA,NA,"Poland"
2,"Not very happy","Poor","6","Need to be very careful","5",NA,"3",NA,NA,"Poland"
2,"Very happy","Fair","8","Most people can be trusted","3",NA,"1",NA,NA,"Poland"
2,"Rather happy","Fair","3","Need to be very careful","3",NA,"5",NA,NA,"Poland"
2,"Rather happy","Fair","9","Need to be very careful","8",NA,"6",NA,NA,"Poland"
2,"Rather happy","Fair","7","Most people can be trusted","2",NA,NA,NA,NA,"Poland"
2,"Rather happy","Good","7","Need to be very careful","Completely dissatisfied",NA,"1",NA,NA,"Poland"
2,"Not very happy","Fair","3","Most people can be trusted","Completely dissatisfied",NA,"1",NA,NA,"Poland"
2,"Rather happy","Fair","8","Most people can be trusted","8",NA,"6",NA,NA,"Poland"
2,"Not very happy","Good","4",NA,"3",NA,"6",NA,NA,"Poland"
2,"Very happy","Fair","Completely satisfied","Need to be very careful","6",NA,"5",NA,NA,"Poland"
2,"Rather happy","Good","9","Need to be very careful","3",NA,"7",NA,NA,"Poland"
2,"Rather happy","Fair","3","Most people can be trusted","2",NA,"5",NA,NA,"Poland"
2,"Rather happy","Very good","3","Need to be very careful","7",NA,"3",NA,NA,"Poland"
2,"Not very happy","Poor","Completely satisfied","Need to be very careful","2",NA,"5",NA,NA,"Poland"
2,"Rather happy","Very good","6","Most people can be trusted","2",NA,"5",NA,NA,"Poland"
2,"Rather happy","Fair","9","Need to be very careful","8",NA,"4",NA,NA,"Poland"
2,"Very happy","Good","Completely satisfied","Need to be very careful","Completely satisfied",NA,"9",NA,NA,"Poland"
2,"Rather happy","Good","Completely satisfied","Most people can be trusted","8",NA,"5",NA,NA,"Poland"
2,"Rather happy","Good","7","Need to be very careful","3",NA,"4",NA,NA,"Poland"
2,"Rather happy","Fair","5","Need to be very careful","8",NA,"7",NA,NA,"Poland"
2,"Rather happy","Good","6","Need to be very careful","5",NA,"5",NA,NA,"Poland"
2,"Rather happy","Fair","6","Need to be very careful","5",NA,"6",NA,NA,"Poland"
2,"Rather happy","Good","6","Need to be very careful","6",NA,"6",NA,NA,"Poland"
2,"Rather happy","Fair","5","Most people can be trusted","4",NA,"4",NA,NA,"Poland"
2,"Rather happy","Good","7","Most people can be trusted","3",NA,"5",NA,NA,"Poland"
2,"Rather happy","Good","5","Most people can be trusted","8",NA,"7",NA,NA,"Poland"
2,"Rather happy","Very good","7","Need to be very careful","7",NA,"6",NA,NA,"Poland"
2,"Rather happy","Very good","9","Need to be very careful","6",NA,"5",NA,NA,"Poland"
2,"Rather happy","Fair","3","Need to be very careful","5",NA,"4",NA,NA,"Poland"
2,"Rather happy","Fair","4","Need to be very careful","5",NA,"3",NA,NA,"Poland"
2,"Rather happy","Fair","8",NA,"4",NA,"3",NA,NA,"Poland"
2,"Rather happy","Good","8","Need to be very careful","4",NA,"5",NA,NA,"Poland"
2,"Rather happy","Good","5","Most people can be trusted","7",NA,"4",NA,NA,"Poland"
2,"Rather happy","Good","6","Need to be very careful","Completely dissatisfied",NA,"5",NA,NA,"Poland"
2,"Rather happy","Fair","8","Need to be very careful","2",NA,"7",NA,NA,"Poland"
2,"Rather happy","Fair","7",NA,"5",NA,"4",NA,NA,"Poland"
2,"Rather happy","Good","7","Most people can be trusted","5",NA,"8",NA,NA,"Poland"
2,"Rather happy","Good","6","Most people can be trusted","6",NA,"5",NA,NA,"Poland"
2,"Not very happy","Poor","Completely dissatisfied","Need to be very careful","Completely dissatisfied",NA,"5",NA,NA,"Poland"
2,"Rather happy","Fair","6","Most people can be trusted","5",NA,"5",NA,NA,"Poland"
2,"Not very happy","Fair","9","Need to be very careful","7",NA,"3",NA,NA,"Poland"
2,"Rather happy","Fair","6","Need to be very careful","6",NA,"6",NA,NA,"Poland"
2,"Rather happy","Fair","Completely satisfied","Most people can be trusted","Completely satisfied",NA,"9",NA,NA,"Poland"
2,"Rather happy","Good","8","Need to be very careful","7",NA,"5",NA,NA,"Poland"
2,"Rather happy","Fair","3","Need to be very careful","5",NA,"3",NA,NA,"Poland"
2,"Rather happy","Very good","6","Most people can be trusted","3",NA,"4",NA,NA,"Poland"
2,"Rather happy","Fair","8","Need to be very careful","7",NA,"5",NA,NA,"Poland"
2,"Not very happy","Very poor","4","Need to be very careful","4",NA,"5",NA,NA,"Poland"
2,"Rather happy","Good","9","Most people can be trusted","9",NA,"5",NA,NA,"Poland"
2,"Rather happy","Poor","8","Most people can be trusted","5",NA,"3",NA,NA,"Poland"
2,"Rather happy","Fair","Completely dissatisfied","Need to be very careful","Completely dissatisfied",NA,"4",NA,NA,"Poland"
2,"Rather happy","Good","8","Most people can be trusted","8",NA,"5",NA,NA,"Poland"
2,"Not very happy","Very poor","Completely dissatisfied",NA,"6",NA,"6",NA,NA,"Poland"
2,"Rather happy","Very poor","8","Need to be very careful","6",NA,"5",NA,NA,"Poland"
2,"Not very happy","Good","Completely satisfied","Need to be very careful","4",NA,"4",NA,NA,"Poland"
2,"Rather happy","Good","5","Need to be very careful","2",NA,"5",NA,NA,"Poland"
2,"Rather happy","Fair","7","Most people can be trusted","2",NA,"5",NA,NA,"Poland"
2,"Rather happy","Fair","5","Need to be very careful","5",NA,"5",NA,NA,"Poland"
2,"Rather happy","Fair","7","Need to be very careful","8",NA,"5",NA,NA,"Poland"
2,"Rather happy","Good","2","Most people can be trusted","2",NA,"5",NA,NA,"Poland"
2,"Very happy","Good","Completely satisfied","Most people can be trusted","9",NA,"5",NA,NA,"Poland"
2,"Rather happy","Fair","3","Need to be very careful","2",NA,"4",NA,NA,"Poland"
2,"Rather happy","Fair","5","Most people can be trusted","3",NA,"4",NA,NA,"Poland"
2,"Rather happy","Good","8","Most people can be trusted","8",NA,"7",NA,NA,"Poland"
2,"Not very happy","Fair","3","Need to be very careful","5",NA,"8",NA,NA,"Poland"
2,"Very happy","Fair","Completely satisfied","Most people can be trusted","Completely satisfied",NA,"6",NA,NA,"Poland"
2,"Rather happy","Good","8","Need to be very careful","5",NA,"3",NA,NA,"Poland"
2,"Rather happy","Fair","8","Need to be very careful","8",NA,"6",NA,NA,"Poland"
2,"Rather happy","Fair","5","Need to be very careful","Completely dissatisfied",NA,"4",NA,NA,"Poland"
2,"Rather happy","Fair","7",NA,"8",NA,"5",NA,NA,"Poland"
2,"Rather happy","Very poor","6","Most people can be trusted","Completely dissatisfied",NA,"5",NA,NA,"Poland"
2,"Rather happy","Fair","5","Need to be very careful","3",NA,"5",NA,NA,"Poland"
2,"Rather happy","Poor","6","Most people can be trusted","3",NA,"3",NA,NA,"Poland"
2,"Rather happy","Fair","6","Need to be very careful","6",NA,"5",NA,NA,"Poland"
2,"Rather happy","Good","8","Need to be very careful","6",NA,"7",NA,NA,"Poland"
2,"Rather happy","Fair","9","Need to be very careful","6",NA,"3",NA,NA,"Poland"
2,"Rather happy","Good","5","Most people can be trusted","4",NA,"4",NA,NA,"Poland"
2,"Rather happy","Fair","6","Need to be very careful","4",NA,"3",NA,NA,"Poland"
2,"Rather happy","Fair","7","Need to be very careful","5",NA,"5",NA,NA,"Poland"
