"serial","experiment_number","datetime","path","experiment_name","s916854.q3290.consent.1","s916854.q3289.mturk_ID","s.916854.submit","s.916854.start","s.916854.stamp","s.916854.length","s597418.q3178.scen1_1","s597418.q3179.scen1_2","s.597418.submit","s.597418.start","s.597418.stamp","s.597418.length","s353562.q3184.scen2_1","s353562.q3185.scen2_2","s.353562.submit","s.353562.start","s.353562.stamp","s.353562.length","s835338.q3190.scen3_1","s835338.q3191.scen3_2","s835338.q3192.scen3_3","s835338.q3193.scen3_4","s835338.q3194.scen3_5","s.835338.submit","s.835338.start","s.835338.stamp","s.835338.length","s678612.q3199.scen4_1","f.s678612.q3199.scen4_1","s678612.q3200.scen4_2","s678612.q3201.scen4_3","s.678612.submit","s.678612.start","s.678612.stamp","s.678612.length","s873281.q3260.hard_scen1_1","s873281.q3261.hard_scen1_2","s.873281.submit","s.873281.start","s.873281.stamp","s.873281.length","s576721.q3219.hard_scen2_1","s576721.q3220.hard_scen2_2","s.576721.submit","s.576721.start","s.576721.stamp","s.576721.length","s196727.q3230.hard_scen3_1","s196727.q3231.hard_scen3_2","s196727.q3232.hard_scen3_3","s196727.q3233.hard_scen3_4","s196727.q3234.hard_scen3_5","s.196727.submit","s.196727.start","s.196727.stamp","s.196727.length","s292542.q3239.hard_scen4_1","f.s292542.q3239.hard_scen4_1","s292542.q3240.hard_scen4_2","s292542.q3241.hard_scen4_3","s.292542.submit","s.292542.start","s.292542.stamp","s.292542.length","s799779.q3207.easy_ST_1","s799779.q3208.easy_ST_2","s.799779.submit","s.799779.start","s.799779.stamp","s.799779.length","s233454.q3246.hard_ST_1","s233454.q3247.hard_ST_2","s233454.q3248.hard_ST_3","s233454.q3249.hard_ST_4","s233454.q3250.hard_ST_5","s233454.q3251.hard_ST_6","s233454.q3252.hard_ST_7","s233454.q3253.hard_ST_8","s233454.q3254.hard_ST_9","s233454.q3255.hard_ST_10","s.233454.submit","s.233454.start","s.233454.stamp","s.233454.length","s177542.q3214.macarth","f.s177542.q3214.macarth","s.177542.submit","s.177542.start","s.177542.stamp","s.177542.length","s488174.q3158.brazil1.Q1","s488174.q3158.brazil1.Q2","s488174.q3158.brazil1.Q3","s488174.q3158.brazil1.Q4","s488174.q3158.brazil1.Q5","s488174.q3158.brazil1.Q6","s488174.q3158.brazil1.Q7","s488174.q3159.brazil2.Q8","s488174.q3159.brazil2.Q9","s488174.q3159.brazil2.Q10","s488174.q3159.brazil2.Q11","s488174.q3159.brazil2.Q12","s488174.q3159.brazil2.Q13","s488174.q3159.brazil2.Q14","s.488174.submit","s.488174.start","s.488174.stamp","s.488174.length","s134398.q3266.Income","f.s134398.q3266.Income","s134398.q3267.Household Size","f.s134398.q3267.Household Size","s134398.q3268.Education","f.s134398.q3268.Education","s.134398.submit","s.134398.start","s.134398.stamp","s.134398.length","s458795.q3143.Sex","f.s458795.q3143.Sex","s458795.q3144.Age","s458795.q3145.Month of Birth","f.s458795.q3145.Month of Birth","s458795.q3146.Marital","f.s458795.q3146.Marital","s458795.q3147.Income","f.s458795.q3147.Income","s458795.q3148.Education","f.s458795.q3148.Education","s458795.q3149.Current Employment","f.s458795.q3149.Current Employment","s458795.q3150.Current Occupation","f.s458795.q3150.Current Occupation","s458795.q3151.Children","f.s458795.q3151.Children","s458795.q3152.Race","f.s458795.q3152.Race","s458795.q3153.Political","f.s458795.q3153.Political","s.458795.submit","s.458795.start","s.458795.stamp","s.458795.length"
132382,552,2015-03-09 12:40:25,NA,"experiment_Mar15_20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132383,552,2015-03-09 12:40:25,NA,"experiment_Mar15_20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132384,552,2015-03-09 12:40:25,NA,"experiment_Mar15_20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132385,552,2015-03-09 12:42:25,"1","experiment_Mar15_20","Y","A34D413HR7ZIFM","2015-03-09 12:42:49","2015-03-09 12:42:26","2015-03-09 12:42:49","23sec","Y","I may need to cut down on food quality, or how much I spend per week, or cut back on entertainment, but I think that would still be able to live off of that cut. I would definitely not be happy about it, though.","2015-03-09 12:43:53","2015-03-09 12:42:49","2015-03-09 12:43:53","64sec","Y","I usually have money saved in my bank. But, if I didn't, I could use a credit card. It wouldn't hurt too bad, unless it happened often. No sacrifices, really.","2015-03-09 12:45:14","2015-03-09 12:43:57","2015-03-09 12:45:14","77sec","Y","I would have to take money from my savings. If I didn't have it in savings then I would have to use a credit card. Either way I would find a way to do it.","N","N","If it was something that was said to need done then I would do it. If I absolutely couldn't think of a way to come up with the amount then I may let it go for a short period of time, but the risk outweighs the decision to wait. It would cost more in the end if the car messed up.","2015-03-09 12:47:07","2015-03-09 12:45:18","2015-03-09 12:47:07","109sec","opt_1","1.","Y","Yes, the interest would be worth paying for the ability to pay it over time. That would free me to keep money in the bank for something that may not allow me to make payments.","2015-03-09 12:48:01","2015-03-09 12:47:08","2015-03-09 12:48:01","53sec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I had an incident at my bank where someone got money from my account. I trusted my bank to handle the matter and the incident hasn't happened since. ","I trust my children's schools every day to keep my children safe and, for the most part, they do a good job.","2015-03-09 12:49:20","2015-03-09 12:48:01","2015-03-09 12:49:20","79sec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"5","2015-03-09 12:51:30","2015-03-09 12:51:22","2015-03-09 12:51:30","8sec","5","1","3","1","1","1","5","1","4","1","5","1","5","4","2015-03-09 12:52:14","2015-03-09 12:51:31","2015-03-09 12:52:14","43sec",8,"$70,000 to $79,999",4,"4",4,"High school diploma or the equivalent (for example: GED)","2015-03-09 12:52:27","2015-03-09 12:52:14","2015-03-09 12:52:27","13sec",2,"Female","1981",10,"October",3,"Married",8,"$70,000 to $79,999",4,"High school diploma or the equivalent (for example: GED)",3,"Self-employed",6,"Computer and mathematical",3,"2",3,"Caucasian/White",3,"Independent","2015-03-09 12:53:06","2015-03-09 12:52:27","2015-03-09 12:53:06","39sec"
132386,552,2015-03-09 12:45:04,NA,"experiment_Mar15_20","Y","A24F1UPER626KR","2015-03-09 12:45:35","2015-03-09 12:45:05","2015-03-09 12:45:35","30sec","Y","I live quite frugally, so 5% cut wouldn't hit me too hard. At the worst, I'd just have less money to put into savings. Instead of $500 a month, I might only save $400.","2015-03-09 12:46:55","2015-03-09 12:45:35","2015-03-09 12:46:55","80sec","Y","I have enough money in savings to be able to cover a $200 expense. There was a time not that long ago when that would have been a huge burden. In the past, I would have had to rely on family or friends for a loan.","2015-03-09 12:47:45","2015-03-09 12:46:56","2015-03-09 12:47:45","49sec","Y","I can afford to pay $135 in cash without liquidating my savings. The last thing I'd want to do is take out a loan or charge my credit card for an expense that I can pay off immediately.","N","N","Because I can afford to get the car fixed, it would be careless to forego getting the service. Even if I didn't have the money, I'd charge it to credit or borrow from someone. Easy decision to make.","2015-03-09 12:50:35","2015-03-09 12:47:46","2015-03-09 12:50:35","169sec","opt_1","1.","Y","This comes out to 20% interest, which is not worth it. As long as I have the money to make the payment in full, I would, as it is the smart thing to do.","2015-03-09 12:52:04","2015-03-09 12:50:36","2015-03-09 12:52:04","88sec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-03-09 12:52:04","2015-03-09 12:52:04","NAsec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132387,552,2015-03-09 12:45:13,"3","experiment_Mar15_20","Y","A3BUX2X4NAIB3K","2015-03-09 12:45:28","2015-03-09 12:45:15","2015-03-09 12:45:28","13sec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","I would definitely not be able to continue my same lifestyle. Unfortunately, I only make minimum wage with under 30 hours a week. It's hard enough already.","2015-03-09 12:46:02","2015-03-09 12:45:28","2015-03-09 12:46:02","34sec","N","I would try to get loans from family and friends first, and then try other avenues such as bank loans, credit cards, anything like that. I would have to suffer paying more if I use credit, and then possibly having friends and family be strict about paying back.","2015-03-09 12:46:46","2015-03-09 12:46:02","2015-03-09 12:46:46","44sec","Y","I would possibly have enough in my savings, however that would just be my savings alone. I wouldn't be able to afford anything else for a very long time and would be incredibly broke.","Y","Y","I would definitely take that chance. While it's an extra $300, I would still be able to live and not have to worry a whole lot about not having money for food, gas, other necessities. It would be worthwhile in the long run.","2015-03-09 12:48:40","2015-03-09 12:46:47","2015-03-09 12:48:40","113sec","opt_2","2.","Y","Even though it's an extra $201, I would definitely be able to pay $100 per month, rather than the $999 up front. It would make my life a lot easier, having to pay it off slowly, even though it costs a little extra.","2015-03-09 12:49:59","2015-03-09 12:48:41","2015-03-09 12:49:59","78sec","The public transport here is definitely on time, and has tried to become more environmentally friendly. It helps also with local schools and colleges.","The health care here is excellent. We have two main hospitals with several branches each that are both excellent in care. We are known for a lot of our hospitals and special care units, to that we're nationally wide known.","2015-03-09 12:52:02","2015-03-09 12:49:59","2015-03-09 12:52:02","123sec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"3","2015-03-09 12:53:54","2015-03-09 12:53:44","2015-03-09 12:53:54","10sec","2","1","2","1","3","1","2","1","3","1","3","1","4","3","2015-03-09 12:54:27","2015-03-09 12:53:54","2015-03-09 12:54:27","33sec",6,"$50,000 to $59,999",4,"4",5,"Some college, but not currently enrolled","2015-03-09 12:54:40","2015-03-09 12:54:28","2015-03-09 12:54:40","12sec",2,"Female","1992",3,"March",1,"Never married",6,"$50,000 to $59,999",5,"Some college, but not currently enrolled",1,"Employed less than 3 years for the same company",20,"Sales and marketing",1,"None",3,"Caucasian/White",1,"Democrat","2015-03-09 12:55:15","2015-03-09 12:54:40","2015-03-09 12:55:15","35sec"
132388,552,2015-03-09 12:47:10,NA,"experiment_Mar15_20","Y","AUVC78LEL0T6L","2015-03-09 12:47:40","2015-03-09 12:47:11","2015-03-09 12:47:40","29sec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-03-09 12:47:40","2015-03-09 12:47:45","NAsec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132389,552,2015-03-09 12:52:18,"1","experiment_Mar15_20","Y","A35RGUQZRI1Q3M","2015-03-09 12:52:48","2015-03-09 12:52:19","2015-03-09 12:52:48","29sec","Y","In my current situation, I make more money than my cost of living requires, and everything extra I put into savings. If I lost 5% of that income, I would save a bit more slowly, but my lifestyle would probably stay the same.","2015-03-09 12:54:07","2015-03-09 12:52:48","2015-03-09 12:54:07","79sec","Y","I have sufficient savings to sacrifice 200 dollars for an emergency or unforeseen event. There wouldn't be any real consequences. I'd likely just be annoyed that I have to work another week to get my savings back up to where they were.","2015-03-09 12:55:26","2015-03-09 12:54:08","2015-03-09 12:55:26","78sec","Y","I'd just have to withdraw the money from my savings account. It would be kind of annoying, but it wouldn't be much of a real practical hassle.","N","Y","This would probably be the easiest decision to make, because it means I don't have to part with any money and I can put it out of my mind, silly as this is.","2015-03-09 12:58:32","2015-03-09 12:55:27","2015-03-09 12:58:32","185sec","opt_2","2.","Y","Yes, I think it'd be worth it. It's only an extra $81 over a year, which is pretty negligible. I would likely feel like I am saving money, even if I'm not.","2015-03-09 12:59:27","2015-03-09 12:58:33","2015-03-09 12:59:27","54sec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I had a near-fatal allergic reaction to a bee sting, and I had to put my trust in the local hospital.","Social trust is usually justified at school in almost any circumstance.","2015-03-09 13:02:04","2015-03-09 12:59:27","2015-03-09 13:02:04","157sec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"4","2015-03-09 13:04:21","2015-03-09 13:04:05","2015-03-09 13:04:21","16sec","2","1","2","1","3","1","3","1","3","2","2","1","3","3","2015-03-09 13:05:27","2015-03-09 13:04:21","2015-03-09 13:05:27","66sec",3,"$20,000 to $29,999",2,"2",4,"High school diploma or the equivalent (for example: GED)","2015-03-09 13:05:48","2015-03-09 13:05:28","2015-03-09 13:05:48","20sec",1,"Male","1990",10,"October",3,"Married",3,"$20,000 to $29,999",4,"High school diploma or the equivalent (for example: GED)",3,"Self-employed",21,"Self-employed/entrepreneur",1,"None",3,"Caucasian/White",3,"Independent","2015-03-09 13:06:39","2015-03-09 13:05:49","2015-03-09 13:06:39","50sec"
132390,552,2015-03-09 12:52:46,NA,"experiment_Mar15_20","Y","ADOB8J5ANJLQW","2015-03-09 12:52:58","2015-03-09 12:52:47","2015-03-09 12:52:58","11sec","Y","This would not affect me much because it is a rather small amount.  The way I budget my income; this wouldn't affect me emotionally because I can see how it won't affect me budget wise.  Maybe I won't be able to buy certain extra groceries on certain days.","2015-03-09 12:55:30","2015-03-09 12:52:58","2015-03-09 12:55:30","152sec","Y","It would not because I have set up an emergency income account specifically for just that; emergencies.  If I don't have enough funds I can always ask my parents.  No shame in that at all...","2015-03-09 12:56:46","2015-03-09 12:55:30","2015-03-09 12:56:46","76sec","Y","Go to my emergency funds account; then after I receive my salary in the future I would replenish it. The car is an important tool for me to get to work.","N","N","This would be a difficult decision.  The car is one of the main tools for me to get to my job on time; I cannot afford taking chances on it.","2015-03-09 13:00:04","2015-03-09 12:56:46","2015-03-09 13:00:04","198sec","opt_2","2.","N","yes, over time I feel I would make enough money to cover interest.  Besides, you only have one life to live; god willing; who knows if you'll be here a year or two from now.","2015-03-09 13:01:56","2015-03-09 13:00:05","2015-03-09 13:01:56","111sec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-03-09 13:01:57","2015-03-09 13:01:57","NAsec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132391,552,2015-03-09 12:53:11,NA,"experiment_Mar15_20","Y","AXQAMAX5I3RMS","2015-03-09 12:53:21","2015-03-09 12:53:12","2015-03-09 12:53:21","9sec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-03-09 12:53:21","2015-03-09 12:53:25","NAsec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132392,552,2015-03-09 13:02:29,"4","experiment_Mar15_20","Y","A1153ZIEQX0ZJ8","2015-03-09 13:02:52","2015-03-09 13:02:31","2015-03-09 13:02:52","21sec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Probably not. I would want to save money incase of unknown consequences. As a result, I would have trepidation about maintaining my current lifestyle, and worried about the future.","2015-03-09 13:04:24","2015-03-09 13:02:52","2015-03-09 13:04:24","92sec","Y","I would ask my family members to borrow the money. They're very supportive, and I know they would be open to helping me out, if I was to asked.","2015-03-09 13:05:01","2015-03-09 13:04:25","2015-03-09 13:05:01","36sec","Y","Probably. I would need to get money out of my saving, to pay off for the insurance for my car. It's the only way, I can see it going for right now.","N","N","I would ask around for money. Whether it be family or friends. I am adamant about not getting a loan from a bank. As a result, I will do whatever possible from going in this route.","2015-03-09 13:07:23","2015-03-09 13:05:02","2015-03-09 13:07:23","141sec","opt_1","1.","Y","No. I would rather pay it off, than pay off the interest rate, which is off putting to me. It will save me money in the long run.","2015-03-09 13:08:00","2015-03-09 13:07:24","2015-03-09 13:08:00","36sec",NA,NA,NA,NA,NA,NA,"Trusting my social group. It justified by that they're dependable.","Trusting my bank. They have done the right thing thus far.","Trusting my government. I trust them to do the right thing.","Trusting the police. I trust them to do their duties and protecting me.","Trusting my doctor. I trust them to provide me information to get better.","Trusting my pharmacy. I trust them to give me the right prescription.","Trusting my girlfriend. I trust her to be loyal to me.","Trusting my mechanic. I trust not to rip me off, and do a good job.","Trusting my boss. I trust him to make the right decision at work.","Trusting my cousins. I trust them to do what is right.","2015-03-09 13:11:01","2015-03-09 13:08:01","2015-03-09 13:11:01","180sec",5,"5","2015-03-09 13:14:06","2015-03-09 13:13:57","2015-03-09 13:14:06","9sec","2","3","3","4","3","3","3","3","4","3","3","3","3","2","2015-03-09 13:14:47","2015-03-09 13:14:07","2015-03-09 13:14:47","40sec",7,"$60,000 to $69,999",4,"4",6,"Some college, and currently enrolled","2015-03-09 13:14:59","2015-03-09 13:14:47","2015-03-09 13:14:59","12sec",1,"Male","1989",12,"December",1,"Never married",7,"$60,000 to $69,999",6,"Some college, and currently enrolled",2,"Employed 3 or more years for the same company",10,"Food services",1,"None",1,"Asian",3,"Independent","2015-03-09 13:15:43","2015-03-09 13:15:00","2015-03-09 13:15:43","43sec"
132393,552,2015-03-09 13:13:31,"1","experiment_Mar15_20","Y","AZ9BZONG644TU","2015-03-09 13:14:13","2015-03-09 13:13:32","2015-03-09 13:14:13","41sec","Y","I'd just have to pay down debt at a slower pace than I am. I make pretty high payments on all our debt to get ahead. If needed I could cut back to min payments","2015-03-09 13:15:40","2015-03-09 13:14:14","2015-03-09 13:15:40","86sec","Y","Probably put it on a credit card. It would be easy to pay that amount back fairly quickly. Impact would be minor and no sacrific es ","2015-03-09 13:17:11","2015-03-09 13:15:41","2015-03-09 13:17:11","90sec","Y","There's at least that much in my mturk scout at any given time. Why do these need to 100 characters ? That seems silly when it's a simple answer","N","N","East decision. You fix things before they go seriously wrong and could cost tons of money. Maintaining things you have is one of the easiest ways to save money","2015-03-09 13:20:09","2015-03-09 13:17:12","2015-03-09 13:20:09","177sec","opt_1","1.","Y","No. That's too much interest. I only pay low rates because I have very good credit. If needed I could use a credit card advance at a lower rate ","2015-03-09 13:21:26","2015-03-09 13:20:10","2015-03-09 13:21:26","76sec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"One should trust that the police are doing what they should be to stop crime and prevent injury","I have to trust that my doctor is giving me accurate information regarding my health decisions or I could be in serious trouble if they recommend something that will harm me ","2015-03-09 13:23:24","2015-03-09 13:21:26","2015-03-09 13:23:24","118sec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"5","2015-03-09 13:27:46","2015-03-09 13:27:30","2015-03-09 13:27:46","16sec","5","1","5","1","3","1","4","1","4","1","4","1","5","5","2015-03-09 13:29:23","2015-03-09 13:27:47","2015-03-09 13:29:23","96sec",7,"$60,000 to $69,999",3,"3",7,"Associate degree (for example: AA, AS)","2015-03-09 13:30:33","2015-03-09 13:29:24","2015-03-09 13:30:33","69sec",2,"Female","1983",4,"April",3,"Married",7,"$60,000 to $69,999",7,"Associate degree (for example: AA, AS)",2,"Employed 3 or more years for the same company",18,"Police/firefighter/correction officer/security",2,"1",3,"Caucasian/White",1,"Democrat","2015-03-09 13:32:11","2015-03-09 13:30:34","2015-03-09 13:32:11","97sec"
132394,552,2015-03-09 13:14:42,NA,"experiment_Mar15_20","Y","A2GZN7DE7UKJRU","2015-03-09 13:15:10","2015-03-09 13:14:43","2015-03-09 13:15:10","27sec",NA,NA,NA,"2015-03-09 13:15:11","2015-03-09 13:15:13","NAsec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132395,552,2015-03-09 13:14:52,"3","experiment_Mar15_20","Y","A30715E868K7IR","2015-03-09 13:15:26","2015-03-09 13:14:53","2015-03-09 13:15:26","33sec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Since I save most part of my salary so a salary cut of 15% will not affect me too much.Since I save most part of my salary so a salary cut of 15% will not affect me too much.","2015-03-09 13:16:30","2015-03-09 13:15:27","2015-03-09 13:16:30","63sec","Y","I will ask it from my friend and take some of the amount from my savings account.I will ask it from my friend and take some of the amount from my savings account.","2015-03-09 13:17:05","2015-03-09 13:16:32","2015-03-09 13:17:05","33sec","Y","No it would not require lending as I will use my saved money. No it would not require lending as I will use my saved money. No it would not require lending as I will use my saved money. ","N","N","No it would not require lending as I will use my saved money. No it would not require lending as I will use my saved money. No it would not require lending as I will use my saved money. ","2015-03-09 13:18:03","2015-03-09 13:17:06","2015-03-09 13:18:03","57sec","opt_1","1.","Y","Yes. What the fuck should I write more now to make it 100 characters? Fucking stupid restriction.  What the fuck should I write more now to make it 100 characters? Fucking stupid restriction. ","2015-03-09 13:19:00","2015-03-09 13:18:04","2015-03-09 13:19:00","56sec","I usually go to my office using bus and I am very much happy with the service.","When I need money or I have to deposit money then I go to my bank and they treat me well.","2015-03-09 13:20:09","2015-03-09 13:19:02","2015-03-09 13:20:09","67sec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"7","2015-03-09 13:22:34","2015-03-09 13:22:22","2015-03-09 13:22:34","12sec","3","2","4","3","4","3","2","2","3","4","4","3","4","4","2015-03-09 13:23:01","2015-03-09 13:22:36","2015-03-09 13:23:01","25sec",6,"$50,000 to $59,999",3,"3",9,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","2015-03-09 13:23:20","2015-03-09 13:23:03","2015-03-09 13:23:20","17sec",2,"Female","1986",1,"January",1,"Never married",4,"$30,000 to $39,999",9,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",1,"Employed less than 3 years for the same company",8,"Executive/management",1,"None",7,"Native American",3,"Independent","2015-03-09 13:24:06","2015-03-09 13:23:21","2015-03-09 13:24:06","45sec"
