serial,path,ipaddress,adaptive_question_order_1,adaptive_question_order_2,adaptive_question_order_3,adaptive_question_order_4,adaptive_question_order_5,adaptive_question_order_6,adaptive_question_order_7,adaptive_question_order_8,adaptive_question_order_9,adaptive_question_order_10,adaptive_question_order_11,adaptive_question_order_12,adaptive_question_order_13,adaptive_question_order_14,adaptive_question_order_15,adaptive_question_order_16,adaptive_question_order_17,adaptive_question_order_18,adaptive_question_order_19,adaptive_question_order_20,adaptive_question_id_1,adaptive_question_id_2,adaptive_question_id_3,adaptive_question_id_4,adaptive_question_id_5,adaptive_question_id_6,adaptive_question_id_7,adaptive_question_id_8,adaptive_question_id_9,adaptive_question_id_10,adaptive_question_id_11,adaptive_question_id_12,adaptive_question_id_13,adaptive_question_id_14,adaptive_question_id_15,adaptive_question_id_16,adaptive_question_id_17,adaptive_question_id_18,adaptive_question_id_19,adaptive_question_id_20,adaptive_question_info_1,adaptive_question_info_2,adaptive_question_info_3,adaptive_question_info_4,adaptive_question_info_5,adaptive_question_info_6,adaptive_question_info_7,adaptive_question_info_8,adaptive_question_info_9,adaptive_question_info_10,adaptive_question_info_11,adaptive_question_info_12,adaptive_question_info_13,adaptive_question_info_14,adaptive_question_info_15,adaptive_question_info_16,adaptive_question_info_17,adaptive_question_info_18,adaptive_question_info_19,adaptive_question_info_20,adaptive_response_answer_1,adaptive_response_answer_2,adaptive_response_answer_3,adaptive_response_answer_4,adaptive_response_answer_5,adaptive_response_answer_6,adaptive_response_answer_7,adaptive_response_answer_8,adaptive_response_answer_9,adaptive_response_answer_10,adaptive_response_answer_11,adaptive_response_answer_12,adaptive_response_answer_13,adaptive_response_answer_14,adaptive_response_answer_15,adaptive_response_answer_16,adaptive_response_answer_17,adaptive_response_answer_18,adaptive_response_answer_19,adaptive_response_answer_20,adaptive_response_time_1,adaptive_response_time_2,adaptive_response_time_3,adaptive_response_time_4,adaptive_response_time_5,adaptive_response_time_6,adaptive_response_time_7,adaptive_response_time_8,adaptive_response_time_9,adaptive_response_time_10,adaptive_response_time_11,adaptive_response_time_12,adaptive_response_time_13,adaptive_response_time_14,adaptive_response_time_15,adaptive_response_time_16,adaptive_response_time_17,adaptive_response_time_18,adaptive_response_time_19,adaptive_response_time_20
132463,3,24.149.47.15,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,524288,524289,655361,720897,720898,737282,745474,749570,749571,750595,750596,750852,750853,750917,750949,750950,750958,750959,750961,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/3days-B:$250/90days,A:$245/0days-B:$250/30days,A:$150/0days-B:$250/90days,A:$249/0days-B:$300/7days,A:$120/0days-B:$150/90days,A:$245/0days-B:$250/90days,A:$250/0days-B:$300/14days,A:$246/0days-B:$250/90days,A:$248/0days-B:$300/7days,A:$247/0days-B:$250/90days,A:$249/0days-B:$300/14days,A:$247/0days-B:$300/7days,A:$249/0days-B:$250/90days,A:$248/0days-B:$300/14days,A:$246/0days-B:$250/30days,A:$246/0days-B:$300/7days,A:$245/0days-B:$250/60days,2,1,2,2,1,2,2,2,1,2,1,2,1,2,2,1,2,1,2,2,1426258913.81633,1426258917.48645,1426258920.2506,1426258923.07191,1426258925.94592,1426258928.56895,1426258932.52723,1426258935.3747,1426258938.11212,1426258940.96916,1426258944.36007,1426258947.19788,1426258950.11663,1426258953.24972,1426258956.22427,1426258959.79095,1426258963.2827,1426258966.92338,1426258969.86114,1426258973.19419
132465,1,184.57.223.52,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,524288,524289,655361,720897,720898,737282,745474,745475,747523,748547,749059,749060,749188,749189,749221,749222,749230,749234,749235,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/3days-B:$250/90days,A:$245/0days-B:$250/30days,A:$150/0days-B:$250/90days,A:$249/0days-B:$300/7days,A:$120/0days-B:$150/90days,A:$250/0days-B:$300/14days,A:$249/0days-B:$300/14days,A:$248/0days-B:$300/14days,A:$100/0days-B:$150/90days,A:$247/0days-B:$300/14days,A:$100/14days-B:$150/90days,A:$248/0days-B:$300/7days,A:$99/0days-B:$150/90days,A:$246/0days-B:$300/14days,A:$247/0days-B:$300/7days,A:$98/0days-B:$150/90days,A:$245/0days-B:$300/14days,2,1,2,2,1,2,2,1,2,2,2,1,2,1,2,1,2,2,1,2,1426258948.3311,1426258952.35635,1426258956.05234,1426258966.90622,1426258970.36812,1426258974.80706,1426258981.33867,1426258988.08177,1426258992.46039,1426258996.07516,1426259000.57459,1426259006.14995,1426259009.68985,1426259020.45291,1426259023.90258,1426259028.4977,1426259031.72305,1426259035.21447,1426259040.40541,1426259043.94658
132449,2,65.32.107.195,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,524288,524289,655361,720897,720898,737282,745474,749570,749571,750595,750596,750852,750853,750917,750949,750950,750958,750959,750961,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/3days-B:$250/90days,A:$245/0days-B:$250/30days,A:$150/0days-B:$250/90days,A:$249/0days-B:$300/7days,A:$120/0days-B:$150/90days,A:$245/0days-B:$250/90days,A:$250/0days-B:$300/14days,A:$246/0days-B:$250/90days,A:$248/0days-B:$300/7days,A:$247/0days-B:$250/90days,A:$249/0days-B:$300/14days,A:$247/0days-B:$300/7days,A:$249/0days-B:$250/90days,A:$248/0days-B:$300/14days,A:$246/0days-B:$250/30days,A:$246/0days-B:$300/7days,A:$245/0days-B:$250/60days,2,1,2,2,1,2,2,2,1,2,1,2,1,2,2,1,2,1,2,1,1426258982.84642,1426258986.87245,1426258990.12705,1426258997.56296,1426259000.8555,1426259004.69857,1426259007.55726,1426259012.17502,1426259016.68525,1426259021.17956,1426259024.64332,1426259031.09074,1426259034.70481,1426259039.54402,1426259043.56795,1426259047.97055,1426259053.74679,1426259057.98558,1426259063.05241,1426259066.34732
132467,3,199.115.115.209,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,524288,524289,655361,720897,720898,737282,745474,745475,745476,746500,747012,747013,747141,747205,747206,747222,747230,747234,747235,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/3days-B:$250/90days,A:$245/0days-B:$250/30days,A:$150/0days-B:$250/90days,A:$249/0days-B:$300/7days,A:$120/0days-B:$150/90days,A:$250/0days-B:$300/14days,A:$248/0days-B:$300/7days,A:$247/0days-B:$300/7days,A:$100/0days-B:$150/90days,A:$249/0days-B:$300/14days,A:$248/0days-B:$300/14days,A:$99/0days-B:$150/90days,A:$120/0days-B:$250/90days,A:$247/0days-B:$300/14days,A:$246/0days-B:$300/14days,A:$100/14days-B:$150/90days,A:$245/0days-B:$300/14days,2,1,2,2,1,2,2,1,1,2,2,1,2,2,1,2,2,2,1,2,1426259052.49672,1426259056.23729,1426259060.72157,1426259064.63615,1426259068.03632,1426259070.97299,1426259074.83924,1426259078.6335,1426259082.6612,1426259085.93737,1426259088.85054,1426259092.35932,1426259097.65416,1426259101.11665,1426259105.3174,1426259108.45362,1426259111.60246,1426259114.94389,1426259118.61757,1426259122.61133
132469,1,174.124.98.50,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,524288,524289,655361,655362,688130,704514,712706,712707,714755,715779,716291,716292,716420,716484,716516,716532,716540,716544,716546,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/3days-B:$250/90days,A:$250/0days-B:$300/14days,A:$120/0days-B:$250/90days,A:$249/0days-B:$300/14days,A:$150/0days-B:$250/90days,A:$248/0days-B:$300/14days,A:$150/3days-B:$250/60days,A:$247/0days-B:$300/14days,A:$150/0days-B:$250/60days,A:$246/0days-B:$300/14days,A:$245/0days-B:$300/14days,A:$100/0days-B:$250/90days,A:$99/0days-B:$250/90days,A:$249/0days-B:$300/7days,A:$98/0days-B:$250/90days,A:$248/0days-B:$300/7days,A:$97/0days-B:$250/90days,2,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1426259127.27677,1426259131.1863,1426259134.63052,1426259141.051,1426259144.62626,1426259148.7903,1426259152.85707,1426259157.52126,1426259161.27841,1426259164.67487,1426259168.18068,1426259173.85396,1426259177.16622,1426259180.50504,1426259186.54637,1426259189.58569,1426259192.81166,1426259195.70017,1426259198.80218,1426259201.51547
132468,4,108.54.122.24,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,524288,524289,655361,655362,688130,704514,704515,704516,706564,707588,708100,708356,708484,708548,708580,708596,708604,708608,708610,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/3days-B:$250/90days,A:$250/0days-B:$300/14days,A:$120/0days-B:$250/90days,A:$249/0days-B:$300/14days,A:$150/0days-B:$250/90days,A:$248/0days-B:$300/14days,A:$150/3days-B:$250/60days,A:$247/0days-B:$300/14days,A:$246/0days-B:$300/14days,A:$150/0days-B:$250/60days,A:$245/0days-B:$300/14days,A:$100/0days-B:$250/90days,A:$249/0days-B:$300/7days,A:$99/0days-B:$250/90days,A:$248/0days-B:$300/7days,A:$98/0days-B:$250/90days,A:$247/0days-B:$300/7days,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1426259176.05467,1426259179.80111,1426259183.02914,1426259192.83813,1426259197.24722,1426259201.42006,1426259206.40415,1426259213.34253,1426259217.72512,1426259222.56235,1426259226.67446,1426259230.21303,1426259233.99813,1426259238.54764,1426259242.23624,1426259245.50543,1426259249.7606,1426259252.8175,1426259255.68983,1426259259.59623
132460,4,65.51.204.100,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,524288,524289,655361,720897,720898,737282,745474,749570,749571,750595,750596,750852,750853,750917,750949,750950,750958,750959,750961,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/3days-B:$250/90days,A:$245/0days-B:$250/30days,A:$150/0days-B:$250/90days,A:$249/0days-B:$300/7days,A:$120/0days-B:$150/90days,A:$245/0days-B:$250/90days,A:$250/0days-B:$300/14days,A:$246/0days-B:$250/90days,A:$248/0days-B:$300/7days,A:$247/0days-B:$250/90days,A:$249/0days-B:$300/14days,A:$247/0days-B:$300/7days,A:$249/0days-B:$250/90days,A:$248/0days-B:$300/14days,A:$246/0days-B:$250/30days,A:$246/0days-B:$300/7days,A:$245/0days-B:$250/60days,2,1,2,2,1,2,2,2,1,2,1,2,1,2,2,1,2,1,2,1,1426259452.74981,1426259456.41395,1426259459.50654,1426259463.00265,1426259466.61318,1426259469.74174,1426259472.78515,1426259479.72697,1426259482.99738,1426259486.12744,1426259489.14842,1426259493.55717,1426259496.91712,1426259500.3587,1426259502.87589,1426259505.97344,1426259509.14189,1426259514.07321,1426259518.00403,1426259522.01013
132470,2,69.243.64.59,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,524288,524289,655361,720897,720898,737282,745474,749570,749571,750595,750596,750852,750853,750917,750949,750950,750958,750959,750961,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/3days-B:$250/90days,A:$245/0days-B:$250/30days,A:$150/0days-B:$250/90days,A:$249/0days-B:$300/7days,A:$120/0days-B:$150/90days,A:$245/0days-B:$250/90days,A:$250/0days-B:$300/14days,A:$246/0days-B:$250/90days,A:$248/0days-B:$300/7days,A:$247/0days-B:$250/90days,A:$249/0days-B:$300/14days,A:$247/0days-B:$300/7days,A:$249/0days-B:$250/90days,A:$248/0days-B:$300/14days,A:$246/0days-B:$250/30days,A:$246/0days-B:$300/7days,A:$245/0days-B:$250/60days,2,1,2,2,1,2,2,2,1,2,1,2,1,2,2,1,2,1,2,1,1426259738.36825,1426259744.12802,1426259749.80868,1426259754.53557,1426259762.53475,1426259767.38872,1426259772.73723,1426259781.06054,1426259785.67946,1426259789.57256,1426259794.09354,1426259798.52029,1426259802.716,1426259806.70539,1426259810.35127,1426259814.83198,1426259819.8607,1426259825.44798,1426259829.41856,1426259836.13075
132473,1,66.86.250.98,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,524288,524289,655361,720897,720898,737282,737283,741379,741380,741381,741893,741894,742022,742023,742055,742071,742072,742073,742075,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/3days-B:$250/90days,A:$245/0days-B:$250/30days,A:$150/0days-B:$250/90days,A:$249/0days-B:$300/7days,A:$120/0days-B:$150/90days,A:$245/0days-B:$250/90days,A:$248/0days-B:$300/7days,A:$245/0days-B:$300/7days,A:$246/0days-B:$250/90days,A:$246/0days-B:$300/7days,A:$247/0days-B:$250/90days,A:$247/0days-B:$300/7days,A:$250/0days-B:$300/14days,A:$249/0days-B:$250/90days,A:$249/0days-B:$300/14days,A:$100/0days-B:$150/90days,A:$248/0days-B:$300/14days,2,1,2,2,1,2,1,2,1,1,2,1,2,1,2,2,1,1,2,1,1426259888.92359,1426259893.63701,1426259896.80191,1426259901.68626,1426259906.26852,1426259910.24978,1426259914.99608,1426259918.79042,1426259924.1479,1426259927.4177,1426259931.2323,1426259935.1504,1426259939.41718,1426259942.98852,1426259947.58401,1426259951.02358,1426259954.87274,1426259958.56113,1426259963.02825,1426259967.93943
132471,3,96.234.36.63,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,524288,524289,655361,655362,655363,655364,663556,667652,667653,667654,667655,667911,668039,668103,668135,668151,668159,668160,668161,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/3days-B:$250/90days,A:$250/0days-B:$300/14days,A:$120/0days-B:$250/90days,A:$249/0days-B:$300/7days,A:$97/0days-B:$250/90days,A:$249/0days-B:$300/14days,A:$100/0days-B:$250/90days,A:$248/0days-B:$300/7days,A:$96/0days-B:$250/90days,A:$247/0days-B:$300/7days,A:$99/0days-B:$250/90days,A:$246/0days-B:$300/7days,A:$98/0days-B:$250/90days,A:$245/0days-B:$300/7days,A:$150/3days-B:$250/60days,A:$248/0days-B:$300/14days,A:$247/0days-B:$300/14days,2,1,2,1,1,1,2,2,1,1,1,2,2,2,2,2,2,1,1,1,1426259949.73149,1426259953.45795,1426259956.44312,1426259961.88544,1426259967.20161,1426259971.15929,1426259976.01202,1426259981.12445,1426259986.06574,1426259990.40626,1426259994.0923,1426259999.02974,1426260003.42748,1426260008.96661,1426260012.88691,1426260025.82562,1426260030.22264,1426260036.79203,1426260040.13552,1426260047.08353
132477,3,65.189.2.77,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,524288,524289,655361,720897,753665,770049,770050,770051,770052,771076,771077,771333,771334,771398,771430,771446,771454,771458,771459,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/3days-B:$250/90days,A:$245/0days-B:$250/30days,A:$246/0days-B:$250/30days,A:$249/0days-B:$250/90days,A:$249/0days-B:$250/30days,A:$247/0days-B:$250/90days,A:$248/0days-B:$250/30days,A:$246/0days-B:$250/90days,A:$247/0days-B:$250/30days,A:$245/0days-B:$250/90days,A:$249/0days-B:$300/7days,A:$248/0days-B:$300/7days,A:$247/0days-B:$300/7days,A:$246/0days-B:$300/7days,A:$250/0days-B:$300/14days,A:$249/0days-B:$250/60days,A:$245/0days-B:$300/7days,2,1,2,2,2,2,1,1,1,2,1,2,1,2,2,2,2,2,1,2,1426261270.70992,1426261284.7834,1426261290.99465,1426261296.56372,1426261304.95186,1426261311.46808,1426261316.70896,1426261325.01788,1426261330.49721,1426261335.91304,1426261343.53644,1426261350.25563,1426261358.42931,1426261363.6619,1426261369.61897,1426261376.0209,1426261381.16983,1426261386.1393,1426261391.76106,1426261396.64542
132478,4,162.104.15.182,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,524288,524289,655361,720897,720898,737282,745474,745475,747523,748547,749059,749060,749188,749189,749221,749222,749230,749234,749235,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/3days-B:$250/90days,A:$245/0days-B:$250/30days,A:$150/0days-B:$250/90days,A:$249/0days-B:$300/7days,A:$120/0days-B:$150/90days,A:$250/0days-B:$300/14days,A:$249/0days-B:$300/14days,A:$248/0days-B:$300/14days,A:$100/0days-B:$150/90days,A:$247/0days-B:$300/14days,A:$100/14days-B:$150/90days,A:$248/0days-B:$300/7days,A:$99/0days-B:$150/90days,A:$246/0days-B:$300/14days,A:$247/0days-B:$300/7days,A:$98/0days-B:$150/90days,A:$245/0days-B:$300/14days,2,1,2,2,1,2,2,1,2,2,2,1,2,1,2,1,2,2,1,2,1426262358.5946,1426262363.19392,1426262367.65347,1426262372.9873,1426262377.25107,1426262381.8502,1426262386.74977,1426262391.38684,1426262396.14231,1426262403.85026,1426262430.8447,1426262435.98934,1426262439.91084,1426262445.36875,1426262449.65025,1426262453.7394,1426262457.73302,1426262461.39248,1426262465.19645,1426262469.67747
132481,1,64.20.183.12,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,524288,524289,655361,655362,655363,655364,663556,667652,667653,668677,669189,669445,669446,669510,669542,669558,669566,669570,669572,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/3days-B:$250/90days,A:$250/0days-B:$300/14days,A:$120/0days-B:$250/90days,A:$249/0days-B:$300/7days,A:$97/0days-B:$250/90days,A:$249/0days-B:$300/14days,A:$100/0days-B:$250/90days,A:$248/0days-B:$300/7days,A:$99/0days-B:$250/90days,A:$248/0days-B:$300/14days,A:$247/0days-B:$300/7days,A:$98/0days-B:$250/90days,A:$246/0days-B:$300/7days,A:$150/3days-B:$250/60days,A:$150/0days-B:$250/90days,A:$247/0days-B:$300/14days,A:$246/0days-B:$300/14days,2,1,2,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1426262928.4722,1426262932.40836,1426262936.03425,1426262940.11971,1426262943.10276,1426262947.0996,1426262950.19438,1426262953.87115,1426262957.99737,1426262962.37765,1426262965.4858,1426262968.90832,1426262972.22106,1426262976.0565,1426262979.58289,1426262983.19805,1426262988.65716,1426262992.07555,1426262995.74498,1426262998.91042
132484,2,173.239.80.153,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,524288,524289,655361,655362,655363,671747,671748,671749,673797,673798,674310,674311,674312,674376,674377,674393,674401,674402,674403,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/3days-B:$250/90days,A:$250/0days-B:$300/14days,A:$120/0days-B:$250/90days,A:$249/0days-B:$300/14days,A:$249/0days-B:$300/7days,A:$245/0days-B:$300/7days,A:$150/0days-B:$250/90days,A:$100/0days-B:$250/90days,A:$248/0days-B:$300/7days,A:$246/0days-B:$300/7days,A:$99/0days-B:$250/90days,A:$247/0days-B:$300/7days,A:$150/0days-B:$250/60days,A:$98/0days-B:$250/90days,A:$245/0days-B:$300/14days,A:$246/0days-B:$300/14days,A:$97/0days-B:$250/90days,2,1,2,1,1,2,1,1,2,1,2,1,1,2,1,2,2,1,1,2,1426265256.05926,1426265262.00551,1426265266.53499,1426265275.75505,1426265282.11935,1426265293.17363,1426265297.87008,1426265302.25755,1426265310.39693,1426265316.57564,1426265322.25329,1426265326.21302,1426265329.58274,1426265336.35812,1426265340.25799,1426265351.15373,1426265357.09201,1426265364.51026,1426265367.97713,1426265372.12505
132490,3,173.20.215.213,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,524288,524289,655361,655362,688130,688131,688132,688133,690181,691205,691206,691207,691335,691399,691400,691416,691417,691421,691423,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/3days-B:$250/90days,A:$250/0days-B:$300/14days,A:$120/0days-B:$250/90days,A:$249/0days-B:$300/14days,A:$150/3days-B:$250/60days,A:$96/0days-B:$250/90days,A:$248/0days-B:$300/14days,A:$247/0days-B:$300/14days,A:$100/0days-B:$250/90days,A:$97/0days-B:$250/90days,A:$246/0days-B:$300/14days,A:$99/0days-B:$250/90days,A:$245/0days-B:$300/14days,A:$98/0days-B:$250/90days,A:$249/0days-B:$300/7days,A:$248/0days-B:$300/7days,A:$100/14days-B:$250/90days,2,1,2,1,2,1,1,1,2,2,1,1,2,2,1,2,1,2,2,2,1426519899.57469,1426519902.03652,1426519905.534,1426519908.64694,1426519911.54292,1426519914.38025,1426519916.88686,1426519920.98187,1426519923.41215,1426519926.32945,1426519928.99514,1426519931.61736,1426519934.04403,1426519936.41979,1426519940.03607,1426519942.97232,1426519946.61328,1426519949.46097,1426519951.621,1426519954.87235
132499,3,67.248.50.79,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,262145,262146,327682,327683,344067,344068,344069,344070,344071,344583,344584,344712,344776,344808,344809,344817,344821,344822,A:$95/0days-B:$250/90days,A:$96/0days-B:$300/14days,A:$95/0days-B:$250/30days,A:$150/0days-B:$300/14days,A:$245/0days-B:$300/7days,A:$80/7days-B:$250/30days,A:$150/3days-B:$250/30days,A:$246/0days-B:$300/7days,A:$50/3days-B:$250/60days,A:$247/0days-B:$300/7days,A:$80/0days-B:$250/30days,A:$248/0days-B:$300/7days,A:$120/0days-B:$150/3days,A:$96/0days-B:$250/30days,A:$97/0days-B:$250/30days,A:$249/0days-B:$300/7days,A:$80/7days-B:$250/60days,A:$50/0days-B:$250/60days,A:$50/3days-B:$250/90days,A:$250/0days-B:$300/7days,1,2,1,2,1,2,1,1,1,1,2,1,2,2,2,1,2,2,1,1,1426520177.86166,1426520181.59314,1426520185.90368,1426520190.10746,1426520194.1757,1426520197.85839,1426520202.38294,1426520205.35622,1426520214.57602,1426520217.70191,1426520220.64835,1426520223.78492,1426520226.81744,1426520229.61079,1426520232.53855,1426520236.87735,1426520240.49115,1426520243.56833,1426520247.01154,1426520250.05235
132494,3,207.155.79.222,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,524288,524289,655361,720897,720898,737282,745474,749570,749571,750595,750596,750852,750853,750917,750949,750950,750958,750959,750961,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/3days-B:$250/90days,A:$245/0days-B:$250/30days,A:$150/0days-B:$250/90days,A:$249/0days-B:$300/7days,A:$120/0days-B:$150/90days,A:$245/0days-B:$250/90days,A:$250/0days-B:$300/14days,A:$246/0days-B:$250/90days,A:$248/0days-B:$300/7days,A:$247/0days-B:$250/90days,A:$249/0days-B:$300/14days,A:$247/0days-B:$300/7days,A:$249/0days-B:$250/90days,A:$248/0days-B:$300/14days,A:$246/0days-B:$250/30days,A:$246/0days-B:$300/7days,A:$245/0days-B:$250/60days,2,1,2,2,1,2,2,2,1,2,1,2,1,2,2,1,2,1,2,1,1426520492.92815,1426520501.16459,1426520506.58862,1426520511.50428,1426520516.65675,1426520520.24312,1426520524.48902,1426520530.5515,1426520535.80974,1426520539.18091,1426520542.82505,1426520548.03125,1426520551.74333,1426520556.29189,1426520559.36044,1426520563.07199,1426520567.91356,1426520571.38857,1426520574.61404,1426520579.19431
132502,3,98.168.186.248,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,524288,524289,655361,720897,720898,737282,745474,745475,745476,746500,747012,747013,747014,747015,747047,747063,747064,747068,747070,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/3days-B:$250/90days,A:$245/0days-B:$250/30days,A:$150/0days-B:$250/90days,A:$249/0days-B:$300/7days,A:$120/0days-B:$150/90days,A:$250/0days-B:$300/14days,A:$248/0days-B:$300/7days,A:$247/0days-B:$300/7days,A:$100/0days-B:$150/90days,A:$249/0days-B:$300/14days,A:$120/0days-B:$250/90days,A:$246/0days-B:$300/7days,A:$150/0days-B:$250/60days,A:$248/0days-B:$300/14days,A:$245/0days-B:$300/7days,A:$247/0days-B:$300/14days,A:$150/3days-B:$250/60days,2,1,2,2,1,2,2,1,1,2,2,1,1,1,2,2,1,2,2,2,1426520633.9361,1426520639.33799,1426520647.98148,1426520655.24606,1426520659.30101,1426520665.29978,1426520676.61677,1426520688.48451,1426520693.98803,1426520698.941,1426520705.0452,1426520709.53382,1426520715.09398,1426520725.13293,1426520730.07119,1426520741.8311,1426520748.2752,1426520753.89645,1426520758.86046,1426520767.55114
132496,1,184.58.176.38,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,524288,524289,655361,655362,688130,704514,712706,712707,714755,714756,714757,714758,714886,714950,714982,714998,715006,715007,715009,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/3days-B:$250/90days,A:$250/0days-B:$300/14days,A:$120/0days-B:$250/90days,A:$249/0days-B:$300/14days,A:$150/0days-B:$250/90days,A:$248/0days-B:$300/14days,A:$150/3days-B:$250/60days,A:$247/0days-B:$300/14days,A:$246/0days-B:$300/14days,A:$100/0days-B:$250/90days,A:$99/0days-B:$250/90days,A:$245/0days-B:$300/14days,A:$98/0days-B:$250/90days,A:$249/0days-B:$300/7days,A:$150/0days-B:$250/60days,A:$248/0days-B:$300/7days,A:$97/0days-B:$250/90days,2,1,2,1,2,2,2,1,2,1,1,1,2,2,2,2,2,1,2,2,1426521003.03332,1426521006.41233,1426521009.99903,1426521016.15869,1426521019.50299,1426521025.60785,1426521029.31514,1426521035.4068,1426521039.63585,1426521042.69502,1426521051.26289,1426521054.6145,1426521064.09211,1426521079.76188,1426521083.4281,1426521087.65648,1426521091.44477,1426521095.89998,1426521099.44872,1426521103.63711
132503,4,71.209.1.74,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,524288,524289,655361,720897,720898,737282,745474,745475,747523,748547,749059,749315,749443,749507,749539,749555,749563,749564,749565,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/3days-B:$250/90days,A:$245/0days-B:$250/30days,A:$150/0days-B:$250/90days,A:$249/0days-B:$300/7days,A:$120/0days-B:$150/90days,A:$250/0days-B:$300/14days,A:$249/0days-B:$300/14days,A:$248/0days-B:$300/14days,A:$100/0days-B:$150/90days,A:$99/0days-B:$150/90days,A:$100/14days-B:$150/90days,A:$247/0days-B:$300/14days,A:$98/0days-B:$150/90days,A:$97/0days-B:$150/90days,A:$249/0days-B:$250/90days,A:$247/0days-B:$250/90days,A:$248/0days-B:$250/30days,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1426520831.00395,1426520838.91186,1426520843.99868,1426520849.4318,1426520853.50068,1426520857.20051,1426520863.05523,1426520866.45646,1426520872.57067,1426520879.34573,1426520884.64264,1426520890.89591,1426520894.38007,1426520898.59868,1426520903.65928,1426520907.36023,1426520911.80842,1426520916.75415,1426520920.65237,1426520926.29517
